agent,group,model,AS_fit,DB_fit,SG_fit,Unnamed: 0,VS_fit,fit_AS,fit_ASG,fit_DB,fit_SG,fit_VS,id,r2,lambda,beta,tau,par,initial_eps_soc,eta_eps_soc
1,4,VS,381.382267195784,382.9439359346736,385.1511412350875,12960,387.1495533698653,449.20618681745873,434.9605809750968,446.3495175428797,431.68741049633707,407.2350533946534,13,0.24182942772788857,0.9161627214291994,0.3849764600217867,0.05224331119890289,0.116,,
1,4,SG,381.382267195784,382.9439359346736,385.1511412350875,12960,387.1495533698653,449.20618681745873,434.9605809750968,446.3495175428797,431.68741049633707,407.2350533946534,13,0.19630520916505467,0.9949830654453737,0.3596261981250528,0.05506845340374538,8.030380942689773,,
1,4,ASG,381.382267195784,382.9439359346736,385.1511412350875,12960,387.1495533698653,449.20618681745873,434.9605809750968,446.3495175428797,431.68741049633707,407.2350533946534,13,0.1902113783065886,0.9950020845321242,0.3596386611287268,0.055067503883002404,,8.058406794690612,0.01150259242559059
3,4,AS,275.6887188496287,273.5542620055959,273.95203758917944,18480,274.2918542720889,275.68871884962863,273.77707379870765,273.5542620055959,273.95203758917944,274.2918542720889,14,0.4867360459350566,2.173407959969972,0.024331046778529028,0.06237637280395739,,,
3,4,DB,275.6887188496287,273.5542620055959,273.95203758917944,18480,274.2918542720889,275.68871884962863,273.77707379870765,273.5542620055959,273.95203758917944,274.2918542720889,14,0.49070987469424776,2.2486861457939264,0.021734332983341625,0.06155277169258229,0.21428570000000002,,
3,4,VS,275.6887188496287,273.5542620055959,273.95203758917944,18480,274.2918542720889,275.68871884962863,273.77707379870765,273.5542620055959,273.95203758917944,274.2918542720889,14,0.4893366610032137,2.2000730717422585,0.01907058455996858,0.06414077390681298,0.116,,
3,4,SG,275.6887188496287,273.5542620055959,273.95203758917944,18480,274.2918542720889,275.68871884962863,273.77707379870765,273.5542620055959,273.95203758917944,274.2918542720889,14,0.4899693153064262,2.1711697204209823,0.023232083908786956,0.06143620047053805,12.172185113848615,,
3,4,ASG,275.6887188496287,273.5542620055959,273.95203758917944,18480,274.2918542720889,275.68871884962863,273.77707379870765,273.5542620055959,273.95203758917944,274.2918542720889,14,0.49029505444907395,2.172255511761627,0.023398862070834307,0.06131126093552032,,12.526450192892606,0.06684195720094539
4,4,AS,391.8796060801516,392.7130843758224,394.5794651850232,22080,405.4809130366125,391.8796060801516,396.2992349785813,392.7130843758224,394.57946518502325,405.4809130366124,15,0.26366994195369486,0.8939785005349878,0.38995259374798,0.05410500423734317,,,
4,4,DB,391.8796060801516,392.7130843758224,394.5794651850232,22080,405.4809130366125,391.8796060801516,396.2992349785813,392.7130843758224,394.57946518502325,405.4809130366124,15,0.26207747950149685,0.8876127510378513,0.3892068038715921,0.05470114368313068,0.21428570000000002,,
