Unnamed: 0,agent,group,AS_fit,DB_fit,VS_fit,SG_fit,r2_AS,r2_DB,r2_VS,r2_SG,r2_ASG,fit_AS,fit_DB,fit_VS,fit_SG,fit_ASG,id,model,lambda,beta,tau,par,initial_eps_soc,eta_eps_soc
7440,3,8,386.08958624185567,383.5199496479884,390.86317288330446,389.50616770167954,0.2663271642854494,0.2554537695399168,0.27101096361053734,0.2785843196797971,0.28233306767030697,394.07661989707117,399.9170305536178,391.5608175987495,387.49295190198546,385.47939236286567,20,ASG,0.8965028601724268,0.38494281384566076,0.049885393381188324,,18.999999999999996,0.010225146083147127
8880,2,8,417.83166376333503,414.5221858023561,417.2714613502699,404.7517672976705,0.22210116985716422,0.22826259623409678,0.22314412767860253,0.2464526899583143,0.2464498720224698,417.83166376333503,414.52218580235603,417.2714613502699,404.75176729767054,404.7532808914396,21,SG,1.761262415667772,0.006737946999085468,0.11157037315111538,18.999999999999996,,
13680,1,8,394.0766198970712,399.91703055361785,391.5608175987495,387.49295190198546,0.2811970381498264,0.28598106356871794,0.2723098048786023,0.27483621164676364,0.27483296354664444,386.08958624185567,383.5199496479885,390.86317288330446,389.5061677016795,389.5079123489579,22,DB,0.9766845362863306,0.3204888584470837,0.04500758037717764,0.21428570000000002,,
20880,4,8,389.44943054382134,395.61026703140624,407.9655835272084,390.10555037403634,0.2749418421495502,0.26347189405316046,0.24046936197705437,0.2737203099091242,0.2737218729698557,389.44943054382134,395.6102670314063,407.9655835272083,390.1055503740363,390.10471080950595,23,AS,0.7083292472915047,0.487957975030131,0.04179532356073325,,,
5760,3,16,387.22934039504065,386.09625565948863,392.9625648796506,392.1121770307992,0.33052478841604865,0.32356879443363584,0.3308172944514498,0.3288237064499441,0.33093074112596615,359.59424370527745,363.33050660499873,359.4371303652175,360.50794338003436,359.3761949184411,24,ASG,0.9659681628600898,0.37000235004380555,0.056005084482133954,,9.322001754650111,0.0033006780181163296
18240,1,16,359.59424370527745,363.33050660499873,359.4371303652175,360.5079433800344,0.24683391908227997,0.2427530342823166,0.24853897313043521,0.23581283742200937,0.24416932371074457,404.5469982544874,406.7389579535168,403.6311650610935,410.4667357680878,405.9782284790402,25,VS,1.1663065718574603,0.21660610935642072,0.06399484552424291,0.116,,
19200,2,16,404.54699825448733,406.7389579535167,403.6311650610935,410.46673576808786,0.2790750988634941,0.28118462134989386,0.26840125816086496,0.2699844692244569,0.27028815820026264,387.22934039504065,386.0962556594887,392.9625648796506,392.1121770307992,391.94905701427444,26,DB,1.607585319172018,0.11295113102027216,0.10173910056325289,0.21428570000000002,,
19680,4,16,392.9399657991189,398.15777970961767,396.92495914021345,387.5396690892013,0.26844333203853515,0.2587290578729011,0.2610242637222569,0.27849734387486286,0.27849023717287114,392.9399657991189,398.15777970961767,396.92495914021345,387.5396690892013,387.5434863016742,27,SG,0.5909350385669846,0.4967348579386986,0.033367795938003146,11.21787782048706,,
6720,2,19,355.3912893162243,357.7093457705281,359.0310592668269,360.19932582413173,0.4231695899581414,0.41159780148341396,0.3719444959072873,0.424501962959646,0.4244737406620855,309.83207661184093,316.0476144732682,337.34653664743655,309.11642104533263,309.13158004684794,28,SG,1.301026900241446,0.0832915865691702,0.07428216148836925,16.827830098599904,,
10800,3,19,357.39922766227016,357.52538476511353,381.92521660187856,354.15979249564197,0.3383496460942356,0.3340340004397948,0.3315732980284591,0.32939827572393326,0.3336803508135136,355.3912893162243,357.7093457705281,359.0310592668269,360.19932582413173,357.8993010783555,29,AS,1.0717663597329057,0.33554576000217895,0.05690649750421544,,,
21120,4,19,410.2287937720076,413.4755320874195,416.6100538721955,404.01867250990995,0.3286897317811659,0.32829482390147274,0.28245784645275707,0.3341823009195116,0.34063163859106216,357.3992276622701,357.5253847651135,381.92521660187856,354.159792495642,350.9694451554179,30,ASG,0.6297879437430145,0.31470305141124777,0.039876345742409676,,8.74984780320158,0.05941025154188736
31440,1,19,309.83207661184093,316.04761447326814,337.3465366474366,309.11642104533263,0.23625582634899864,0.2302112056168338,0.22437550420667052,0.24781753046045915,0.2474005924639256,410.2287937720076,413.4755320874194,416.6100538721955,404.01867250990995,404.24262180771996,31,SG,1.2137825635205561,0.006737946999085468,0.0709559750745394,18.999999999999996,,
22560,3,23,336.501256666538,338.8927506170209,350.92611124945506,337.7770809435199,0.41122489946275087,0.39302715385362447,0.3840284898924693,0.3963943400881032,0.3911642571429633,316.24791079160275,326.0224393420661,330.8558785874321,324.21382751230556,327.02305433449624,32,AS,1.5970405355486514,0.08571830850957331,0.07740690329824151,,,
26640,2,23,397.9336958012254,396.2387335069616,399.5771245902181,394.00178993753576,0.25170211224768274,0.25550827088640404,0.2481305720188806,0.2585785862459773,0.26337061904333153,397.9336958012253,396.2387335069616,399.577124590218,394.0017899375357,391.42778468269285,33,ASG,0.5677901117101005,0.39107938372477336,0.03523616843419944,,9.086161239236104,0.016995421140471874
28800,4,23,360.4509775796281,363.7492446142148,376.483357656357,362.1540251073638,0.3673658853754846,0.36291271274188175,0.33876318411811246,0.36504293104159186,0.3640164971281435,336.501256666538,338.89275061702097,350.926111249455,337.7770809435199,338.32738387191034,34,AS,1.3803457254978555,0.1870051492444125,0.06897393460980485,,,
29520,1,23,316.2479107916027,326.0224393420661,330.855878587432,324.2138275123055,0.3246628261156618,0.3184610181889972,0.29394505387087,0.32154617270134267,0.32184711372563884,360.4509775796281,363.74924461421483,376.483357656357,362.15402510736374,361.9928287477745,35,AS,1.4355135100481917,0.1261012198330882,0.05992238516006893,,,
11520,4,25,397.6913968773323,404.2112644046794,406.6768807756139,399.7185287867808,0.3001966526787942,0.29620331570835373,0.29541111226025807,0.3000522216046585,0.3000360276989441,372.4853646360451,374.6054551869608,374.9664149271267,372.54701888080945,372.55674536557035,36,AS,1.049867143359589,0.31727726440504456,0.06569356387470045,,,
18720,3,25,402.1589595745861,403.1179783061807,398.5524994607065,407.07440505065887,0.2613159132241893,0.2446725203156354,0.20519463928478687,0.2124810908348494,0.2417109442987418,393.5603785098279,402.45938855865694,423.1896191262685,419.40234141407535,404.01008281976743,37,AS,1.2092765983295777,0.2524805876237932,0.05840080414519846,,,
21600,1,25,372.4853646360451,374.6054551869608,374.9664149271267,372.54701888080945,0.2448905148031542,0.24301408703184102,0.2513281382487604,0.23523474589250426,0.22899537050506735,402.1589595745861,403.1179783061807,398.5524994607065,407.07440505065887,410.4255546876753,38,VS,1.0929874076405164,0.23686136082586312,0.06343386640360527,0.116,,
22320,2,25,393.5603785098279,402.459388558657,423.1896191262685,419.4023414140753,0.2595973469258795,0.24745897216383123,0.2428686065767527,0.2558233305511936,0.2412729887123721,397.6913968773324,404.2112644046794,406.67688077561394,399.7185287867808,407.5339326712727,39,AS,0.7886053755401248,0.42532021714214646,0.04173357347475304,,,
7680,2,26,893.5000053437861,400.49506602495046,421.90624328184913,409.36882716653577,0.14569465843418586,0.14522264982591704,0.16263833897918464,0.16375735882876993,0.14042587255833644,458.8717817750221,459.1253110701714,449.7708473629066,449.16978986362926,461.70179704592135,40,SG,2.6368846461589026,0.10717128249818247,0.10266587768417065,15.116657925825391,,
8160,3,26,275.66529396767993,282.0849909084263,271.2417832519896,279.0673452507805,-0.6634751962772144,0.2543776109910869,0.21451531431852938,0.23785687067946695,0.23448356600968676,893.5000053437863,400.49506602495046,421.90624328184913,409.36882716653577,411.18072538252363,41,DB,1.4060794151687883,0.01713440150309626,0.06769985159539962,0.21428570000000002,,
9360,4,26,435.8016040313932,434.19617383732344,419.8403300121928,443.8395556077941,0.48347761560162217,0.471344903348189,0.4917256046193804,0.4771409066621639,0.47940099942896286,275.66529396768,282.08499090842633,271.24178325198966,279.0673452507805,277.8533800069114,42,VS,2.165343704331871,0.013600523177429628,0.1463976543928652,0.116,,
9600,1,26,458.8717817750221,459.12531107017145,449.7708473629067,449.16978986362926,0.18864560216190013,0.19163451463108575,0.2183615319583502,0.17368093176878055,0.1528333516809584,435.80160403139314,434.1961738373235,419.8403300121928,443.8395556077942,455.03738588597395,43,VS,2.0218487828572123,0.006737946999085468,0.16766188270711946,0.116,,
14160,1,28,416.6177604038545,420.7636660211678,405.0405410729037,410.5353548105013,0.22436115655788788,0.21664250953017633,0.24591506487766196,0.23568508579988923,0.23366482213391754,416.6177604038545,420.7636660211678,405.04054107290375,410.53535481050125,411.62049608605577,44,VS,2.2236208624230667,0.12168418056327421,0.11015919514138532,0.16056356446442455,,
14880,4,28,370.6469701481906,371.9550758202988,386.2948113010201,369.30190613463526,0.282572544666561,0.27551942242691774,0.27774284908385016,0.2854952782767194,0.2854399153483641,381.84023484473425,385.58263565168664,384.3943286953101,380.32628483778706,380.35595115895603,45,SG,0.8393505429923064,0.43321162409601716,0.05184461692179889,14.99265175460556,,
16800,3,28,394.36609283710783,409.6785692313835,409.6136306139021,410.1348725845994,0.26578823753350256,0.23728020784898413,0.2374011074335559,0.2364306842837765,0.2451444807261921,394.36609283710783,409.6785692313835,409.6136306139021,410.1348725845994,405.4544438139827,46,AS,0.9036006406777757,0.35541226247464336,0.05934135030297119,,,
27600,2,28,381.8402348447342,385.5826356516866,384.3943286953101,380.32628483778706,0.30386308941545404,0.3013131297132865,0.273703486076624,0.30628878043015795,0.2929015898972467,370.6469701481906,371.9550758202988,386.2948113010201,369.30190613463526,375.97905991107905,47,SG,1.091408408111746,0.2989740562826577,0.05800392326933697,8.054646298378039,,
10320,4,29,420.2912715895162,416.080700336274,435.36226638280647,424.3308179617805,0.13457295099816807,0.1268386887395329,0.1331139638087227,0.13488740315562714,0.09386205441462438,448.3579184268092,452.13714609880356,449.2267221690277,448.3396241402217,467.03321435790303,48,SG,0.837693754967815,0.3751401763862124,0.06041472688924537,18.999999999999996,,
12720,3,29,415.7203837308232,418.64608218898815,427.3721428401766,420.93011980756415,0.26536939766799383,0.2599780604876044,0.21375484528813718,0.23337445563721163,0.23907728907811016,394.5910636830259,397.4869047573435,422.31471290270065,411.7764602188177,408.7133056125326,49,AS,0.5061422811264292,0.5069550493053835,0.027727746950863896,,,
16320,1,29,448.3579184268092,452.13714609880344,449.2267221690277,448.33962414022176,0.22603184914700647,0.22058492493006565,0.20433916626453805,0.21633261390248665,0.2269936177351334,415.7203837308232,418.6460821889881,427.3721428401767,420.93011980756415,415.20379037220016,50,ASG,4.799879628851178,0.19487121285730094,0.12850949998548938,,11.822835087203437,0.0925963256762373
24720,2,29,394.5910636830259,397.4869047573435,422.31471290270065,411.7764602188177,0.21752199068877975,0.2253610290771805,0.18946353979686803,0.21000135817139357,0.2154943351778007,420.2912715895162,416.080700336274,435.3622663828064,424.33081796178044,421.38038323599557,51,DB,0.29106952102229255,0.5292399190667688,0.0005879163885323664,0.21428570000000002,,
2400,4,30,408.1626200673762,409.6521652158601,405.8693598538601,408.9261979364985,0.26373136488369175,0.2575361454173094,0.23412958059049702,0.2505197746396939,0.25486995982062133,392.38208211751856,395.64911629357175,408.1028412193374,399.3779314521783,397.0412846216966,52,AS,1.5284061228760426,0.046726339751832366,0.09465704209119802,,,
25440,1,30,392.38208211751856,395.6491162935717,408.1028412193374,399.3779314521783,0.25902588436742885,0.25005527689056756,0.26050298823641294,0.2607755964573452,0.2607880425074087,397.9983457276502,402.8167150345388,397.2049510814395,397.05852542543647,397.0518402967233,53,ASG,0.5545411117483245,0.48273113507660953,0.02959208839283686,,18.999999999999996,0.005756422773851067
27360,3,30,397.7863655867231,399.6821989161417,410.3667313052854,402.69338380913337,0.25942053876522025,0.2558909677513397,0.23599902090538244,0.2502848890149786,0.2523565420645053,397.78636558672304,399.6821989161417,410.3667313052854,402.69338380913337,401.5806398289616,54,AS,0.6662265494924613,0.43633895817958024,0.033859418706954976,,,
29040,2,30,397.9983457276502,402.81671503453873,397.2049510814395,397.05852542543647,0.24010252885408925,0.23732936557102408,0.244372010063914,0.23868093642195232,0.23867486049033626,408.1626200673762,409.6521652158601,405.86935985386003,408.9261979364985,408.9294614927833,55,VS,0.7432570045360276,0.4380146127115926,0.044532866417329564,0.116,,
3360,2,32,316.80762125144867,319.8827590277772,321.26864182556443,317.74161175719314,0.17327969400025867,0.18673324718127027,0.13991181695391697,0.16349728585668177,0.15843749659376327,444.05507186503723,436.8287844722173,461.97791098277105,449.3094824797083,452.0272397048078,56,DB,1.4188991886912221,0.04608084235649155,0.07344621771090311,0.21428570000000002,,
3840,1,32,444.0550718650372,436.8287844722173,461.97791098277094,449.3094824797083,0.41018285753607797,0.40445771440741146,0.4018775446868983,0.40844399907992546,0.40847641276268154,316.80762125144867,319.8827590277772,321.26864182556443,317.74161175719314,317.7242014430625,57,AS,0.5647293702504103,0.4438848801921077,0.020681063709499774,,,
5280,3,32,319.81210821189126,324.18986701011784,322.3688549750203,319.6625675644127,0.40458924868734436,0.39643894859492046,0.3998292209333536,0.40486765624909926,0.40498754045372815,319.81210821189126,324.18986701011784,322.3688549750203,319.6625675644127,319.5981743364787,58,ASG,1.1862468235347596,0.038625670410550296,0.07450273432709291,,17.38146366787341,0.012793889667201245
8400,4,32,402.3967624446361,403.5257172684681,420.03090361382493,403.73886597128865,0.25083712435865635,0.24873529074261796,0.21800673122249745,0.24833846077267957,0.24574315533065635,402.3967624446361,403.52571726846816,420.030903613825,403.73886597128865,405.1328785970892,59,AS,0.9215915646609796,0.38516988144827696,0.06069262791648147,,,
11040,2,34,375.1529921658823,374.5537206824255,377.9998910853692,376.81818442504687,0.33081106760994594,0.3302598041339017,0.32527133023549243,0.3282023774023074,0.32818272977434043,354.99166478799225,355.2714040502,357.9692069627973,356.35819530561776,356.3686397004897,60,AS,1.339840237926494,0.039944238234347035,0.0897297938943392,,,
15600,4,34,402.2844619256349,410.44454131999674,428.28538835508056,420.8725434659405,0.30155826128169877,0.30267395601320934,0.2962580422435885,0.298458086683393,0.2984705295538308,375.1529921658824,374.5537206824255,377.9998910853692,376.8181844250468,376.8115010042014,61,DB,0.5141752648124087,0.538967709367741,0.017100277219221093,0.21428570000000002,,
18000,3,34,417.56397396737594,419.6524515991056,422.8391355347007,418.9574883026752,0.22259954180256009,0.21871131492221949,0.21277850053661929,0.22000516405374831,0.21999501341513122,417.56397396737594,419.6524515991057,422.83913553470074,418.9574883026753,418.96294050038694,62,AS,1.5867724288756313,0.22787386597622325,0.07785572894050294,,,
28560,1,34,354.9916647879922,355.2714040502,357.9692069627972,356.3581953056177,0.2510462000461443,0.2358541579745262,0.20263892983133341,0.216439806757115,0.21947774685976473,402.28446192563484,410.4445413199967,428.28538835508056,420.8725434659405,419.24077913063434,63,AS,1.1682995440738657,0.014547237954795815,0.08888244797229951,,,
7920,3,35,406.29018643176227,414.6202849203428,414.99702630937134,418.2222847222655,0.23295158022263357,0.22798325866101954,0.1859112252949271,0.19527085708399206,0.2006658958059496,412.00359867331997,414.67222598545936,437.2703158887866,432.24299052062906,429.34516124268913,64,AS,0.9254486874532348,0.2924886199700031,0.05378078978105744,,,
13200,2,35,367.97766957580495,369.148591590842,371.86647932623066,374.88152386152746,0.314916930652147,0.3127369645445479,0.30767693230387033,0.3020636678717032,0.302499445666089,367.97766957580495,369.148591590842,371.86647932623066,374.8815238615275,374.64745517058225,65,AS,1.7348134729052418,0.006737946999085468,0.0783107498982207,,,
16080,4,35,375.14028423320593,386.0909560152108,382.15781651059433,389.72905054575665,0.24358853544713974,0.22807996002976372,0.2273785610904106,0.22137393060429264,0.23626769815297005,406.2901864317622,414.6202849203428,414.99702630937134,418.22228472226556,410.2224170872601,66,AS,1.6724211715044441,0.12693806862931956,0.08949593063079743,,,
23520,1,35,412.0035986733199,414.67222598545936,437.2703158887867,432.24299052062906,0.2958947271141544,0.27558278837466377,0.2826914058702398,0.2686098436068359,0.26860493281051184,375.140284233206,386.0909560152108,382.15781651059433,389.72905054575665,389.7316127982025,67,AS,0.7819468229169876,0.39120051061717903,0.034472612047330674,,,
9840,2,36,341.98958955437195,346.615756606443,373.9728593882773,362.2103055973258,0.3052534448160239,0.3020370104994474,0.28685256247594804,0.2931935777208818,0.29985519837179675,373.16820362496827,374.895842296997,383.05184271137176,379.64590244372437,376.0677558620912,68,AS,0.6815228213378367,0.43745654768258213,0.03317068868251509,,,
23280,1,36,373.1682036249682,374.895842296997,383.05184271137176,379.64590244372425,0.363300284044392,0.35468750945129723,0.303755375542604,0.32565433061714333,0.3522268800841892,341.98958955437195,346.6157566064429,373.9728593882773,362.2103055973258,347.93743086860235,69,AS,1.0126464649452525,0.30344293229368685,0.05537189307052173,,,
24240,4,36,383.14544648579823,382.38400471300866,388.47389301869026,385.65048376692994,0.219901263698233,0.2232486882320883,0.2250893500447514,0.22304376537275222,0.22358938896805836,415.1903337949618,413.3485595238419,412.3500611950178,413.4024885240501,413.1093287832763,70,VS,0.9086965280916011,0.36264242353881215,0.05962369148568539,0.116,,
30480,3,36,415.1903337949618,413.3485595238419,412.3500611950178,413.4024885240501,0.28667829548534357,0.28809591103640053,0.2767580508416462,0.28201453794982023,0.29226037674601096,383.14544648579823,382.3840047130086,388.4738930186903,385.6504837669299,380.1471513219161,71,ASG,1.5876823459153417,0.09859181895810103,0.10034954874516225,,15.505876196148197,0.011945522936285381
2880,2,37,382.9063021135767,382.4154946994307,419.3688979589607,383.54585878868863,0.2411886101632627,0.22912646080743113,0.2519756808275132,0.24941081423154526,0.24023736643075294,407.5792547982565,414.0581794843671,401.78521126955127,403.16287432237726,408.0901949565365,72,VS,1.8188592941919852,0.05484699110618027,0.11853897964214129,0.116,,
15360,3,37,328.8653771116411,334.49937658503706,341.5083434561881,330.5076164891043,0.2871235229382149,0.28803728449915267,0.21923922140724939,0.28593282718074503,0.2859279736216992,382.9063021135767,382.4154946994307,419.3688979589607,383.54585878868863,383.5484657737781,73,DB,1.5289362952618446,0.17444969177556302,0.058572206785723,0.21600745626447548,,
26400,4,37,332.7563010350246,339.72011329163905,332.59085021415507,333.8280850174407,0.3877343094932844,0.37724520112867155,0.36419624480862955,0.3846768674625945,0.3847159389620083,328.8653771116411,334.4993765850371,341.5083434561881,330.5076164891043,330.4866300716253,74,AS,0.9927533937783932,0.006737946999085468,0.07594913851761888,,,
30720,1,37,407.5792547982565,414.0581794843671,401.78521126955127,403.16287432237726,0.3804903750798093,0.36752548544228514,0.38079840343467686,0.37849497937767895,0.378483518240317,332.75630103502453,339.7201132916391,332.590850214155,333.8280850174407,333.8342411214313,75,VS,2.01949519161876,0.006737946999085468,0.10904216990611319,0.116,,
7200,4,38,271.55260530986845,278.86526719540876,275.444515689572,274.4359118582226,0.2774334286902189,0.2776970803621747,0.22328907766903744,0.27499785344730054,0.2749839984684713,388.11112830019056,387.9695134622725,417.19360457337416,389.41934527717524,389.4267871817408,76,DB,1.1297675979857007,0.006737946999085468,0.07536574099484418,0.21428570000000002,,
12480,1,38,388.11112830019056,387.9695134622725,417.19360457337416,389.4193452771752,0.2837620542482545,0.2791218195420771,0.16744430846021327,0.2807646704056236,0.28076259861366143,384.71184288699146,387.20424538511384,447.18942398695776,386.321823297521,386.32293611611516,77,AS,0.7597168955308669,0.4104854958918553,0.039089701777557814,,,
17520,3,38,426.83995264628385,425.9385971018956,435.65605220106994,429.3158130860155,0.205329972287983,0.20700807254780318,0.18891658353634588,0.20072053478792062,0.19600980614970298,426.8399526462838,425.93859710189565,435.65605220107,429.31581308601545,431.84607988701146,78,DB,0.7748510967011346,0.38601706944390607,0.061645501207189334,0.21428570000000002,,
21840,2,38,384.71184288699146,387.20424538511384,447.1894239869578,386.321823297521,0.4944364625452726,0.4808221015015056,0.4871906915950199,0.48906846154049893,0.48813638335705734,271.55260530986845,278.86526719540876,275.444515689572,274.4359118582226,274.93655765309205,79,AS,0.9844406086335091,0.4345431219117076,0.04519139343778115,,,
1200,2,39,343.65206915983,346.0164307234978,362.8709357846323,344.5440603325769,0.3165168802313123,0.3185655274776111,0.24615255790723473,0.31637261558866936,0.3162235545830985,367.1182909925034,366.01790408585634,404.91297678840624,367.19577964953953,367.2758445699977,80,DB,1.5087843770879237,0.006737946999085468,0.08679201243047217,0.21428570000000002,,
2160,1,39,367.1182909925034,366.0179040858564,404.91297678840624,367.1957796495396,0.3540910732754019,0.34966886994361684,0.3180610768477962,0.35241764779681983,0.35237208827079075,343.65206915983003,346.0164307234978,362.8709357846323,344.54406033257686,344.56848839265876,81,AS,0.9687927414614741,0.37473216941257104,0.053889561538947646,,,
13440,3,39,332.72771914023497,337.7286067800738,352.7974451979353,330.7342938527234,0.3805435874723787,0.3712331761702094,0.34317873991402037,0.38425485048477376,0.3844151581837326,332.72771914023497,337.72860678007373,352.7974451979353,330.73429385272345,330.64818801225346,82,ASG,0.7344263257194404,0.22131126331798634,0.04475729402642171,,18.24124080977725,0.032828916936510084
