round,trial,current_eps_soc,reward,cumulative_reward,is_random,agent,group,initial_eps_soc,eta_eps_soc
8,3,18.991976751992343,0.24439999999999995,0.7615999999999999,0,1,58,18.999999999999996,0.02569906472663537
8,4,18.985695900573152,0.2613,1.0229,0,1,58,18.999999999999996,0.02569906472663537
8,5,18.978980734960082,0.2339,1.2568,0,1,58,18.999999999999996,0.02569906472663537
8,6,18.97296972372052,0.1866,1.4434,0,1,58,18.999999999999996,0.02569906472663537
8,7,18.96817427824253,0.06120000000000003,1.5046,0,1,58,18.999999999999996,0.02569906472663537
8,8,18.96660149548126,0.12419999999999998,1.6288,0,1,58,18.999999999999996,0.02569906472663537
8,9,18.96340967164221,0.08360000000000001,1.7124000000000001,0,1,58,18.999999999999996,0.02569906472663537
8,10,18.961261229831063,0.2581,1.9705000000000001,0,1,58,18.999999999999996,0.02569906472663537
8,11,18.954628301225117,0.16790000000000005,2.1384000000000003,0,1,58,18.999999999999996,0.02569906472663537
8,12,18.950313428257516,0.17120000000000002,2.3096000000000005,0,1,58,18.999999999999996,0.02569906472663537
8,13,18.945913748376316,0.125,2.4346000000000005,0,1,58,18.999999999999996,0.02569906472663537
8,14,18.942701365285487,0.17559999999999998,2.6102000000000007,0,1,58,18.999999999999996,0.02569906472663537
10,0,18.999999999999996,0.20809999999999995,0.20809999999999995,1,1,58,18.999999999999996,0.02569906472663537
10,1,18.999999999999996,0.3477,0.5558,0,1,58,18.999999999999996,0.02569906472663537
10,2,18.991064435194545,0.2884,0.8442,0,1,58,18.999999999999996,0.02569906472663537
10,3,18.983652824927383,0.20140000000000002,1.0455999999999999,0,1,58,18.999999999999996,0.02569906472663537
10,4,18.978477033291437,0.4669,1.5124999999999997,0,1,58,18.999999999999996,0.02569906472663537
10,5,18.966478139970572,0.46819999999999995,1.9806999999999997,0,1,58,18.999999999999996,0.02569906472663537
10,6,18.954445837865563,0.3801,2.3608,0,1,58,18.999999999999996,0.02569906472663537
10,7,18.94467762336297,0.32630000000000003,2.6871,0,1,58,18.999999999999996,0.02569906472663537
10,8,18.93629201854267,0.48960000000000004,3.1767000000000003,0,1,58,18.999999999999996,0.02569906472663537
10,9,18.92370975645251,0.42190000000000005,3.5986000000000002,0,1,58,18.999999999999996,0.02569906472663537
10,10,18.91286732104434,0.2552,3.8538,0,1,58,18.999999999999996,0.02569906472663537
10,11,18.906308919726104,0.38260000000000005,4.2364,0,1,58,18.999999999999996,0.02569906472663537
10,12,18.896476457561693,0.4737,4.7101,0,1,58,18.999999999999996,0.02569906472663537
10,13,18.884302810600687,0.4134,5.1235,0,1,58,18.999999999999996,0.02569906472663537
10,14,18.873678817242695,0.49260000000000004,5.6161,0,1,58,18.999999999999996,0.02569906472663537
12,0,18.999999999999996,0.31610000000000005,0.31610000000000005,1,1,58,18.999999999999996,0.02569906472663537
12,1,18.999999999999996,0.28159999999999996,0.5977,0,1,58,18.999999999999996,0.02569906472663537
12,2,18.992763143372976,0.22150000000000003,0.8192,0,1,58,18.999999999999996,0.02569906472663537
12,3,18.987070800536028,0.3277,1.1469,0,1,58,18.999999999999996,0.02569906472663537
12,4,18.978649217025108,0.43910000000000005,1.586,0,1,58,18.999999999999996,0.02569906472663537
12,5,18.967364757703642,0.2539,1.8399,0,1,58,18.999999999999996,0.02569906472663537
12,6,18.96083976516955,0.39549999999999996,2.2354000000000003,0,1,58,18.999999999999996,0.02569906472663537
12,7,18.950675785070164,0.20440000000000003,2.4398000000000004,0,1,58,18.999999999999996,0.02569906472663537
12,8,18.94542289624004,0.4054,2.8452,0,1,58,18.999999999999996,0.02569906472663537
12,9,18.935004495399863,0.36750000000000005,3.2127000000000003,0,1,58,18.999999999999996,0.02569906472663537
12,10,18.925560089112825,0.30889999999999995,3.5216000000000003,0,1,58,18.999999999999996,0.02569906472663537
12,11,18.917621648018766,0.2228,3.7444,0,1,58,18.999999999999996,0.02569906472663537
12,12,18.91189589639767,0.26139999999999997,4.0058,0,1,58,18.999999999999996,0.02569906472663537
12,13,18.905178160878126,0.2259,4.2317,0,1,58,18.999999999999996,0.02569906472663537
12,14,18.89937274215638,0.3174,4.5491,0,1,58,18.999999999999996,0.02569906472663537
14,0,18.999999999999996,0.2126,0.2126,1,1,58,18.999999999999996,0.02569906472663537
14,1,18.999999999999996,0.25970000000000004,0.47230000000000005,0,1,58,18.999999999999996,0.02569906472663537
14,2,18.99332595289049,0.17500000000000004,0.6473000000000001,0,1,58,18.999999999999996,0.02569906472663537
14,3,18.988828616563328,0.2528,0.9001000000000001,0,1,58,18.999999999999996,0.02569906472663537
14,4,18.982331893000435,0.08409999999999995,0.9842000000000001,0,1,58,18.999999999999996,0.02569906472663537
14,5,18.980170601656926,0.1855,1.1697000000000002,0,1,58,18.999999999999996,0.02569906472663537
14,6,18.975403425150134,-0.019899999999999973,1.1498000000000002,0,1,58,18.999999999999996,0.02569906472663537
14,7,18.975914836538195,0.13039999999999996,1.2802000000000002,0,1,58,18.999999999999996,0.02569906472663537
14,8,18.972563678497842,0.29690000000000005,1.5771000000000002,0,1,58,18.999999999999996,0.02569906472663537
14,9,18.964933626180503,0.2801,1.8572000000000002,0,1,58,18.999999999999996,0.02569906472663537
14,10,18.957735318150572,0.16720000000000002,2.0244,0,1,58,18.999999999999996,0.02569906472663537
14,11,18.95343843452828,0.12519999999999998,2.1496,0,1,58,18.999999999999996,0.02569906472663537
14,12,18.950220911624506,0.10719999999999996,2.2568,0,1,58,18.999999999999996,0.02569906472663537
14,13,18.94746597188581,0.10140000000000005,2.3582,0,1,58,18.999999999999996,0.02569906472663537
14,14,18.944860086722528,0.1663,2.5245,0,1,58,18.999999999999996,0.02569906472663537
0,0,18.999999999999996,0.29890000000000005,0.29890000000000005,1,2,58,18.999999999999996,0.02672473772600919
0,1,18.999999999999996,0.2097,0.5086,0,2,58,18.999999999999996,0.02672473772600919
0,2,18.994395822498852,0.22360000000000002,0.7322000000000001,0,2,58,18.999999999999996,0.02672473772600919
0,3,18.988420171143318,0.29290000000000005,1.0251000000000001,0,2,58,18.999999999999996,0.02672473772600919
0,4,18.98059249546337,0.0736,1.0987,0,2,58,18.999999999999996,0.02672473772600919
0,5,18.978625554766737,-0.09960000000000002,0.9991,0,2,58,18.999999999999996,0.02672473772600919
0,6,18.981287338644247,0.1572,1.1562999999999999,0,2,58,18.999999999999996,0.02672473772600919
0,7,18.97708620987372,-0.1829,0.9733999999999998,0,2,58,18.999999999999996,0.02672473772600919
0,8,18.981974164403805,0.4272,1.4005999999999998,0,2,58,18.999999999999996,0.02672473772600919
0,9,18.970557356447255,0.5,1.9005999999999998,0,2,58,18.999999999999996,0.02672473772600919
0,10,18.957194987584252,0.39949999999999997,2.3000999999999996,0,2,58,18.999999999999996,0.02672473772600919
0,11,18.946518454862712,0.44699999999999995,2.7470999999999997,0,2,58,18.999999999999996,0.02672473772600919
0,12,18.934572497099186,0.46309999999999996,3.2101999999999995,0,2,58,18.999999999999996,0.02672473772600919
0,13,18.922196271058272,0.4205,3.6306999999999996,0,2,58,18.999999999999996,0.02672473772600919
0,14,18.910958518844485,0.5,4.130699999999999,0,2,58,18.999999999999996,0.02672473772600919
2,0,18.999999999999996,0.41359999999999997,0.41359999999999997,1,2,58,18.999999999999996,0.02672473772600919
2,1,18.999999999999996,0.4312,0.8448,0,2,58,18.999999999999996,0.02672473772600919
2,2,18.988476293092543,0.3506,1.1954,0,2,58,18.999999999999996,0.02672473772600919
2,3,18.979106600045803,0.2754,1.4708,0,2,58,18.999999999999996,0.02672473772600919
2,4,18.97174660727606,0.42600000000000005,1.8968000000000003,0,2,58,18.999999999999996,0.02672473772600919
2,5,18.96036186900478,0.3226,2.2194000000000003,0,2,58,18.999999999999996,0.02672473772600919
2,6,18.95174046861437,0.347,2.5664000000000002,0,2,58,18.999999999999996,0.02672473772600919
2,7,18.942466984623447,0.39270000000000005,2.9591000000000003,0,2,58,18.999999999999996,0.02672473772600919
2,8,18.931972180118443,0.3438,3.3029,0,2,58,18.999999999999996,0.02672473772600919
2,9,18.922784215288242,0.42600000000000005,3.7289000000000003,0,2,58,18.999999999999996,0.02672473772600919
2,10,18.911399477016964,0.4312,4.1601,0,2,58,18.999999999999996,0.02672473772600919
2,11,18.89987577010951,0.41359999999999997,4.5737,0,2,58,18.999999999999996,0.02672473772600919
2,12,18.888822418586035,0.42600000000000005,4.9997,0,2,58,18.999999999999996,0.02672473772600919
2,13,18.877437680314756,0.42600000000000005,5.4257,0,2,58,18.999999999999996,0.02672473772600919
2,14,18.866052942043478,0.42600000000000005,5.8517,0,2,58,18.999999999999996,0.02672473772600919
4,0,18.999999999999996,0.43000000000000005,0.43000000000000005,1,2,58,18.999999999999996,0.02672473772600919
4,1,18.999999999999996,-0.4325,-0.0024999999999999467,0,2,58,18.999999999999996,0.02672473772600919
4,2,19.011558449066495,-0.006799999999999973,-0.00929999999999992,0,2,58,18.999999999999996,0.02672473772600919
4,3,19.01174017728303,0.3248,0.31550000000000006,0,2,58,18.999999999999996,0.02672473772600919
4,4,19.003059982469622,0.20850000000000002,0.524,0,2,58,18.999999999999996,0.02672473772600919
4,5,18.99748787465375,-0.09010000000000001,0.4339,0,2,58,18.999999999999996,0.02672473772600919
4,6,18.999895773522862,0.3679,0.8018000000000001,0,2,58,18.999999999999996,0.02672473772600919
4,7,18.990063742513463,0.3702,1.1720000000000002,0,2,58,18.999999999999996,0.02672473772600919
4,8,18.980170244607294,0.13290000000000002,1.3049000000000002,0,2,58,18.999999999999996,0.02672473772600919
4,9,18.976618526963506,0.2419,1.5468000000000002,0,2,58,18.999999999999996,0.02672473772600919
4,10,18.970153812907583,0.2643,1.8111000000000002,0,2,58,18.999999999999996,0.02672473772600919
4,11,18.963090464726598,0.26480000000000004,2.0759000000000003,0,2,58,18.999999999999996,0.02672473772600919
4,12,18.95601375417675,0.43000000000000005,2.5059000000000005,0,2,58,18.999999999999996,0.02672473772600919
4,13,18.944522116954566,0.43000000000000005,2.9359000000000006,0,2,58,18.999999999999996,0.02672473772600919
4,14,18.93303047973238,0.43000000000000005,3.365900000000001,0,2,58,18.999999999999996,0.02672473772600919
6,0,18.999999999999996,0.13939999999999997,0.13939999999999997,1,2,58,18.999999999999996,0.02672473772600919
6,1,18.999999999999996,0.14639999999999997,0.28579999999999994,0,2,58,18.999999999999996,0.02672473772600919
6,2,18.996087498396907,-0.11380000000000001,0.17199999999999993,0,2,58,18.999999999999996,0.02672473772600919
6,3,18.999128773550126,-0.06619999999999998,0.10579999999999995,0,2,58,18.999999999999996,0.02672473772600919
6,4,19.00089795118759,-0.2596,-0.15380000000000005,0,2,58,18.999999999999996,0.02672473772600919
6,5,19.00783569310126,0.35319999999999996,0.1993999999999999,0,2,58,18.999999999999996,0.02672473772600919
6,6,18.998396515736435,0.4,0.5993999999999999,0,2,58,18.999999999999996,0.02672473772600919
6,7,18.98770662064603,0.38139999999999996,0.9807999999999999,0,2,58,18.999999999999996,0.02672473772600919
6,8,18.97751380567733,0.36619999999999997,1.347,0,2,58,18.999999999999996,0.02672473772600919
6,9,18.967727206722063,-0.04570000000000002,1.3013,0,2,58,18.999999999999996,0.02672473772600919
6,10,18.968948527236144,0.17120000000000002,1.4725,0,2,58,18.999999999999996,0.02672473772600919
6,11,18.964373252137452,0.13490000000000002,1.6074,0,2,58,18.999999999999996,0.02672473772600919
6,12,18.960768085018213,0.4,2.0074,0,2,58,18.999999999999996,0.02672473772600919
6,13,18.950078189927808,0.4,2.4074,0,2,58,18.999999999999996,0.02672473772600919
6,14,18.939388294837403,0.4,2.8074,0,2,58,18.999999999999996,0.02672473772600919
8,0,18.999999999999996,0.43489999999999995,0.43489999999999995,1,2,58,18.999999999999996,0.02672473772600919
8,1,18.999999999999996,0.05689999999999995,0.4917999999999999,0,2,58,18.999999999999996,0.02672473772600919
8,2,18.998479362423385,-0.45,0.04179999999999989,0,2,58,18.999999999999996,0.02672473772600919
8,3,19.01050549440009,-0.176,-0.1342000000000001,0,2,58,18.999999999999996,0.02672473772600919
8,4,19.015209048239868,0.5,0.3657999999999999,0,2,58,18.999999999999996,0.02672473772600919
8,5,19.001846679376865,0.41979999999999995,0.7855999999999999,0,2,58,18.999999999999996,0.02672473772600919
8,6,18.990627634479488,0.47419999999999995,1.2597999999999998,0,2,58,18.999999999999996,0.02672473772600919
8,7,18.977954763849812,0.42789999999999995,1.6876999999999998,0,2,58,18.999999999999996,0.02672473772600919
8,8,18.96651924857685,0.30720000000000003,1.9949,0,2,58,18.999999999999996,0.02672473772600919
8,9,18.95830940914742,0.4403,2.4352,0,2,58,18.999999999999996,0.02672473772600919
8,10,18.946542507126658,0.3759,2.8111,0,2,58,18.999999999999996,0.02672473772600919
8,11,18.936496678215452,0.5,3.3111,0,2,58,18.999999999999996,0.02672473772600919
8,12,18.92313430935245,0.5,3.8111,0,2,58,18.999999999999996,0.02672473772600919
8,13,18.909771940489446,0.5,4.3111,0,2,58,18.999999999999996,0.02672473772600919
8,14,18.896409571626442,0.5,4.8111,0,2,58,18.999999999999996,0.02672473772600919
10,0,18.999999999999996,-0.2283,-0.2283,1,2,58,18.999999999999996,0.02672473772600919
10,1,18.999999999999996,0.4588,0.23049999999999998,1,2,58,18.999999999999996,0.02672473772600919
10,2,18.999999999999996,0.5,0.7304999999999999,0,2,58,18.999999999999996,0.02672473772600919
10,3,18.986637631136993,0.4999,1.2304,0,2,58,18.999999999999996,0.02672473772600919
10,4,18.97327793474776,0.39390000000000003,1.6242999999999999,0,2,58,18.999999999999996,0.02672473772600919
10,5,18.962751060557483,0.46619999999999995,2.0904999999999996,0,2,58,18.999999999999996,0.02672473772600919
10,6,18.95029198782962,0.347,2.4374999999999996,0,2,58,18.999999999999996,0.02672473772600919
10,7,18.941018503838695,0.42869999999999997,2.8661999999999996,0,2,58,18.999999999999996,0.02672473772600919
10,8,18.929561608775554,0.4999,3.3660999999999994,0,2,58,18.999999999999996,0.02672473772600919
10,9,18.91620191238632,-0.0393,3.3267999999999995,0,2,58,18.999999999999996,0.02672473772600919
10,10,18.917252194578953,0.2128,3.5395999999999996,0,2,58,18.999999999999996,0.02672473772600919
10,11,18.91156517039086,0.08089999999999997,3.6205,0,2,58,18.999999999999996,0.02672473772600919
10,12,18.909403139108825,0.4999,4.1204,0,2,58,18.999999999999996,0.02672473772600919
10,13,18.89604344271959,0.4999,4.6203,0,2,58,18.999999999999996,0.02672473772600919
10,14,18.882683746330358,0.4999,5.1202000000000005,0,2,58,18.999999999999996,0.02672473772600919
12,0,18.999999999999996,-0.08539999999999998,-0.08539999999999998,1,2,58,18.999999999999996,0.02672473772600919
12,1,18.999999999999996,-0.24630000000000002,-0.3317,1,2,58,18.999999999999996,0.02672473772600919
12,2,18.999999999999996,0.11850000000000005,-0.21319999999999995,0,2,58,18.999999999999996,0.02672473772600919
12,3,18.996833118579463,-0.4212,-0.6344,0,2,58,18.999999999999996,0.02672473772600919
12,4,19.008089578109658,0.41669999999999996,-0.2177,0,2,58,18.999999999999996,0.02672473772600919
12,5,18.99695337989923,0.5,0.2823,0,2,58,18.999999999999996,0.02672473772600919
12,6,18.98359101103623,0.2569,0.5392,0,2,58,18.999999999999996,0.02672473772600919
12,7,18.976725425914417,0.3649,0.9041,0,2,58,18.999999999999996,0.02672473772600919
12,8,18.966973569118196,0.47350000000000003,1.3776000000000002,0,2,58,18.999999999999996,0.02672473772600919
12,9,18.95431940580493,0.48129999999999995,1.8589000000000002,0,2,58,18.999999999999996,0.02672473772600919
12,10,18.9414567895374,0.41459999999999997,2.2735000000000003,0,2,58,18.999999999999996,0.02672473772600919
12,11,18.930376713276196,0.5,2.7735000000000003,0,2,58,18.999999999999996,0.02672473772600919
12,12,18.917014344413193,0.5,3.2735000000000003,0,2,58,18.999999999999996,0.02672473772600919
12,13,18.90365197555019,0.5,3.7735000000000003,0,2,58,18.999999999999996,0.02672473772600919
12,14,18.890289606687187,0.5,4.2735,0,2,58,18.999999999999996,0.02672473772600919
14,0,18.999999999999996,-0.4075,-0.4075,1,2,58,18.999999999999996,0.02672473772600919
14,1,18.999999999999996,0.18869999999999998,-0.2188,0,2,58,18.999999999999996,0.02672473772600919
14,2,18.9949570419911,-0.030200000000000005,-0.249,0,2,58,18.999999999999996,0.02672473772600919
14,3,18.995764129070427,-0.05230000000000001,-0.3013,0,2,58,18.999999999999996,0.02672473772600919
14,4,18.997161832853497,0.03390000000000004,-0.26739999999999997,0,2,58,18.999999999999996,0.02672473772600919
14,5,18.996255864244585,0.2118,-0.05559999999999998,0,2,58,18.999999999999996,0.02672473772600919
14,6,18.990595564794216,-0.09770000000000001,-0.1533,0,2,58,18.999999999999996,0.02672473772600919
14,7,18.993206571670047,0.2532,0.09989999999999999,0,2,58,18.999999999999996,0.02672473772600919
14,8,18.98643986807782,0.4042,0.5041,0,2,58,18.999999999999996,0.02672473772600919
14,9,18.975637729088966,0.5,1.0041,0,2,58,18.999999999999996,0.02672473772600919
14,10,18.962275360225963,0.4173,1.4214,0,2,58,18.999999999999996,0.02672473772600919
14,11,18.9511231271729,0.378,1.7993999999999999,0,2,58,18.999999999999996,0.02672473772600919
14,12,18.941021176312468,0.41469999999999996,2.2140999999999997,0,2,58,18.999999999999996,0.02672473772600919
14,13,18.929938427577493,0.5,2.7140999999999997,0,2,58,18.999999999999996,0.02672473772600919
14,14,18.91657605871449,0.5,3.2140999999999997,0,2,58,18.999999999999996,0.02672473772600919
0,0,18.999999999999996,-0.23209999999999997,-0.23209999999999997,1,3,58,18.999999999999996,0.00966933247539152
0,1,18.999999999999996,-0.0383,-0.2704,0,3,58,18.999999999999996,0.00966933247539152
0,2,19.000370335433804,-0.19540000000000002,-0.4658,0,3,58,18.999999999999996,0.00966933247539152
0,3,19.002259722999494,-0.1774,-0.6432,0,3,58,18.999999999999996,0.00966933247539152
0,4,19.00397506258063,-0.25270000000000004,-0.8959,0,3,58,18.999999999999996,0.00966933247539152
0,5,19.006418502897162,-0.176,-1.0719,0,3,58,18.999999999999996,0.00966933247539152
0,6,19.00812030541283,0.3638,-0.7081000000000001,0,3,58,18.999999999999996,0.00966933247539152
0,7,19.004602602258284,0.3638,-0.34430000000000005,0,3,58,18.999999999999996,0.00966933247539152
0,8,19.001084899103738,0.2895,-0.05480000000000007,0,3,58,18.999999999999996,0.00966933247539152
0,9,18.99828562735211,0.23939999999999995,0.18459999999999988,0,3,58,18.999999999999996,0.00966933247539152
0,10,18.995970789157504,0.48619999999999997,0.6707999999999998,0,3,58,18.999999999999996,0.00966933247539152
0,11,18.99126955970797,0.48619999999999997,1.1569999999999998,0,3,58,18.999999999999996,0.00966933247539152
0,12,18.986568330258436,0.48619999999999997,1.6431999999999998,0,3,58,18.999999999999996,0.00966933247539152
0,13,18.981867100808902,0.48619999999999997,2.1293999999999995,0,3,58,18.999999999999996,0.00966933247539152
0,14,18.977165871359368,0.48619999999999997,2.6155999999999997,0,3,58,18.999999999999996,0.00966933247539152
2,0,18.999999999999996,0.15390000000000004,0.15390000000000004,1,3,58,18.999999999999996,0.00966933247539152
2,1,18.999999999999996,0.09650000000000003,0.25040000000000007,0,3,58,18.999999999999996,0.00966933247539152
2,2,18.999066909416122,0.36939999999999995,0.6198,0,3,58,18.999999999999996,0.00966933247539152
2,3,18.99549505799971,0.18510000000000004,0.8049000000000001,0,3,58,18.999999999999996,0.00966933247539152
2,4,18.993705264558518,0.24880000000000002,1.0537,0,3,58,18.999999999999996,0.00966933247539152
2,5,18.99129953463864,0.36939999999999995,1.4231,0,3,58,18.999999999999996,0.00966933247539152
2,6,18.98772768322223,0.36939999999999995,1.7925,0,3,58,18.999999999999996,0.00966933247539152
2,7,18.98415583180582,0.36939999999999995,2.1619,0,3,58,18.999999999999996,0.00966933247539152
2,8,18.980583980389408,0.36939999999999995,2.5313,0,3,58,18.999999999999996,0.00966933247539152
2,9,18.977012128972998,0.36939999999999995,2.9006999999999996,0,3,58,18.999999999999996,0.00966933247539152
2,10,18.973440277556588,0.36939999999999995,3.2700999999999993,0,3,58,18.999999999999996,0.00966933247539152
2,11,18.969868426140177,0.36939999999999995,3.639499999999999,0,3,58,18.999999999999996,0.00966933247539152
2,12,18.966296574723767,0.36939999999999995,4.008899999999999,0,3,58,18.999999999999996,0.00966933247539152
2,13,18.962724723307357,0.36939999999999995,4.3782999999999985,0,3,58,18.999999999999996,0.00966933247539152
2,14,18.959152871890947,0.36939999999999995,4.747699999999998,0,3,58,18.999999999999996,0.00966933247539152
4,0,18.999999999999996,-0.03160000000000002,-0.03160000000000002,1,3,58,18.999999999999996,0.00966933247539152
4,1,18.999999999999996,-0.06969999999999998,-0.1013,0,3,58,18.999999999999996,0.00966933247539152
4,2,19.00067395247353,-0.0867,-0.188,0,3,58,18.999999999999996,0.00966933247539152
4,3,19.001512283599148,0.031100000000000017,-0.15689999999999998,0,3,58,18.999999999999996,0.00966933247539152
4,4,19.001211567359164,-0.4385,-0.5953999999999999,0,3,58,18.999999999999996,0.00966933247539152
4,5,19.005451569649622,0.13490000000000002,-0.4604999999999999,0,3,58,18.999999999999996,0.00966933247539152
4,6,19.00414717669869,0.10460000000000003,-0.3558999999999999,0,3,58,18.999999999999996,0.00966933247539152
4,7,19.003135764521765,0.3206,-0.03529999999999989,0,3,58,18.999999999999996,0.00966933247539152
