agent,group,round,env,trial,choice,reward,lambda,beta,tau,gamma,alpha,eps_soc,dummy,initial_eps_soc,eta_eps_soc,delta_soc
0.0,0.0,0.0,24.0,34,45,0.0062056073385612365,0.6078793931615615,0.8369735102820668,0.005751759891629366,0.0,0.0,2.1722072703258326,0.0,0.0,0.0,"[0.0, 0.9509565666634741, 0.8354108837059167, 0.9505436121365155]"
0.0,0.0,0.0,24.0,35,33,0.3267728039884614,0.6078793931615615,0.8369735102820668,0.005751759891629366,0.0,0.0,2.1722072703258326,0.0,0.0,0.0,"[0.0, 0.9869129292028622, 0.8351573555084566, 0.9584456627741313]"
0.0,0.0,0.0,24.0,36,22,0.3484016629985527,0.6078793931615615,0.8369735102820668,0.005751759891629366,0.0,0.0,2.1722072703258326,0.0,0.0,0.0,"[0.0, 0.9844083294865087, 0.8338908510358252, 0.9583835995866032]"
0.0,0.0,0.0,24.0,37,23,0.20037661356441738,0.6078793931615615,0.8369735102820668,0.005751759891629366,0.0,0.0,2.1722072703258326,0.0,0.0,0.0,"[0.0, 0.9855684768907421, 0.9089409773350342, 0.9606146650018028]"
0.0,0.0,0.0,24.0,38,2,0.07024316821821708,0.6078793931615615,0.8369735102820668,0.005751759891629366,0.0,0.0,2.1722072703258326,0.0,0.0,0.0,"[0.0, 0.9772022038705916, 0.9407642999515917, 0.9545058337144512]"
0.0,0.0,0.0,24.0,39,90,0.026740135531524767,0.6078793931615615,0.8369735102820668,0.005751759891629366,0.0,0.0,2.1722072703258326,0.0,0.0,0.0,"[0.0, 0.9770723135585693, 0.9866928099447477, 0.9561416921590751]"
1.0,0.0,0.0,24.0,0,60,-0.18741313817239552,0.5321640518756351,0.7993001380288524,0.021044253205695123,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,0.0,0.0,24.0,1,104,-0.26453872723325367,0.5321640518756351,0.7993001380288524,0.021044253205695123,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,0.0,0.0,24.0,2,96,0.12637369710104074,0.5321640518756351,0.7993001380288524,0.021044253205695123,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,0.0,0.0,24.0,3,7,0.3676378150888451,0.5321640518756351,0.7993001380288524,0.021044253205695123,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,0.0,0.0,24.0,4,8,0.1532531287248673,0.5321640518756351,0.7993001380288524,0.021044253205695123,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,0.0,0.0,24.0,5,41,0.2680715461002927,0.5321640518756351,0.7993001380288524,0.021044253205695123,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,0.0,0.0,24.0,6,48,-0.1360192352747902,0.5321640518756351,0.7993001380288524,0.021044253205695123,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,0.0,0.0,24.0,7,109,0.24833521554193116,0.5321640518756351,0.7993001380288524,0.021044253205695123,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,0.0,0.0,24.0,8,55,-0.08540384627554515,0.5321640518756351,0.7993001380288524,0.021044253205695123,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,0.0,0.0,24.0,9,83,-0.21684069243306542,0.5321640518756351,0.7993001380288524,0.021044253205695123,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,0.0,0.0,24.0,10,6,0.4874393159866135,0.5321640518756351,0.7993001380288524,0.021044253205695123,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,0.0,0.0,24.0,11,42,0.1565889582586678,0.5321640518756351,0.7993001380288524,0.021044253205695123,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,0.0,0.0,24.0,12,52,0.26254014901849776,0.5321640518756351,0.7993001380288524,0.021044253205695123,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,0.0,0.0,24.0,13,16,0.3969028133708339,0.5321640518756351,0.7993001380288524,0.021044253205695123,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,0.0,0.0,24.0,14,17,0.4504499032190613,0.5321640518756351,0.7993001380288524,0.021044253205695123,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,0.0,0.0,24.0,15,70,-0.47940650328119677,0.5321640518756351,0.7993001380288524,0.021044253205695123,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,0.0,0.0,24.0,16,18,0.42460675968294026,0.5321640518756351,0.7993001380288524,0.021044253205695123,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,0.0,0.0,24.0,17,5,0.5032517255205191,0.5321640518756351,0.7993001380288524,0.021044253205695123,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,0.0,0.0,24.0,18,53,0.23826825340204305,0.5321640518756351,0.7993001380288524,0.021044253205695123,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,0.0,0.0,24.0,19,29,0.3750152933724227,0.5321640518756351,0.7993001380288524,0.021044253205695123,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,0.0,0.0,24.0,20,27,0.2619570245578561,0.5321640518756351,0.7993001380288524,0.021044253205695123,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,0.0,0.0,24.0,21,28,0.3403797673444038,0.5321640518756351,0.7993001380288524,0.021044253205695123,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,0.0,0.0,24.0,22,119,0.23350341315883338,0.5321640518756351,0.7993001380288524,0.021044253205695123,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,0.0,0.0,24.0,23,0,-0.287265366744306,0.5321640518756351,0.7993001380288524,0.021044253205695123,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,0.0,0.0,24.0,24,67,-0.22550733695341318,0.5321640518756351,0.7993001380288524,0.021044253205695123,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,0.0,0.0,24.0,25,75,0.26395011251752976,0.5321640518756351,0.7993001380288524,0.021044253205695123,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,0.0,0.0,24.0,26,4,0.4326390507581904,0.5321640518756351,0.7993001380288524,0.021044253205695123,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,0.0,0.0,24.0,27,15,0.33236893827551495,0.5321640518756351,0.7993001380288524,0.021044253205695123,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,0.0,0.0,24.0,28,117,-0.02625741153822231,0.5321640518756351,0.7993001380288524,0.021044253205695123,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,0.0,0.0,24.0,29,40,0.32998355413295566,0.5321640518756351,0.7993001380288524,0.021044253205695123,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,0.0,0.0,24.0,30,64,0.28230510775547624,0.5321640518756351,0.7993001380288524,0.021044253205695123,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,0.0,0.0,24.0,31,108,0.18098162963860442,0.5321640518756351,0.7993001380288524,0.021044253205695123,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,0.0,0.0,24.0,32,116,-0.15444729139020597,0.5321640518756351,0.7993001380288524,0.021044253205695123,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,0.0,0.0,24.0,33,30,0.2514276658713058,0.5321640518756351,0.7993001380288524,0.021044253205695123,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,0.0,0.0,24.0,34,39,0.26641053073212195,0.5321640518756351,0.7993001380288524,0.021044253205695123,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,0.0,0.0,24.0,35,54,0.19839271664471014,0.5321640518756351,0.7993001380288524,0.021044253205695123,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,0.0,0.0,24.0,36,63,0.3053814056550175,0.5321640518756351,0.7993001380288524,0.021044253205695123,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,0.0,0.0,24.0,37,43,0.10417025460879359,0.5321640518756351,0.7993001380288524,0.021044253205695123,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,0.0,0.0,24.0,38,35,-0.005041648740426619,0.5321640518756351,0.7993001380288524,0.021044253205695123,0.0,0.0,0.0,0.0,0.0,0.0,
1.0,0.0,0.0,24.0,39,65,0.2615561863258836,0.5321640518756351,0.7993001380288524,0.021044253205695123,0.0,0.0,0.0,0.0,0.0,0.0,
2.0,0.0,0.0,24.0,0,86,0.46810814904469916,0.5294574875762803,0.5493507692499887,0.010216203709079979,0.0,0.0,0.0,0.0,0.0,0.0,
2.0,0.0,0.0,24.0,1,75,0.5187936105274771,0.5294574875762803,0.5493507692499887,0.010216203709079979,0.0,0.0,0.0,0.0,0.0,0.0,
2.0,0.0,0.0,24.0,2,97,0.43902669815539586,0.5294574875762803,0.5493507692499887,0.010216203709079979,0.0,0.0,0.0,0.0,0.0,0.0,
2.0,0.0,0.0,24.0,3,76,0.3082056475772562,0.5294574875762803,0.5493507692499887,0.010216203709079979,0.0,0.0,0.0,0.0,0.0,0.0,
2.0,0.0,0.0,24.0,4,87,0.38079543885669265,0.5294574875762803,0.5493507692499887,0.010216203709079979,0.0,0.0,0.0,0.0,0.0,0.0,
2.0,0.0,0.0,24.0,5,98,0.4412717384458674,0.5294574875762803,0.5493507692499887,0.010216203709079979,0.0,0.0,0.0,0.0,0.0,0.0,
2.0,0.0,0.0,24.0,6,64,0.4253398359354936,0.5294574875762803,0.5493507692499887,0.010216203709079979,0.0,0.0,0.0,0.0,0.0,0.0,
2.0,0.0,0.0,24.0,7,85,0.2870247167998734,0.5294574875762803,0.5493507692499887,0.010216203709079979,0.0,0.0,0.0,0.0,0.0,0.0,
2.0,0.0,0.0,24.0,8,74,0.3680450456103739,0.5294574875762803,0.5493507692499887,0.010216203709079979,0.0,0.0,0.0,0.0,0.0,0.0,
2.0,0.0,0.0,24.0,9,96,0.17070412783917532,0.5294574875762803,0.5493507692499887,0.010216203709079979,0.0,0.0,0.0,0.0,0.0,0.0,
2.0,0.0,0.0,24.0,10,63,0.3533188424875313,0.5294574875762803,0.5493507692499887,0.010216203709079979,0.0,0.0,0.0,0.0,0.0,0.0,
2.0,0.0,0.0,24.0,11,65,0.2675429188446322,0.5294574875762803,0.5493507692499887,0.010216203709079979,0.0,0.0,0.0,0.0,0.0,0.0,
2.0,0.0,0.0,24.0,12,108,0.34011800799998226,0.5294574875762803,0.5493507692499887,0.010216203709079979,0.0,0.0,0.0,0.0,0.0,0.0,
2.0,0.0,0.0,24.0,13,109,0.45051467878820084,0.5294574875762803,0.5493507692499887,0.010216203709079979,0.0,0.0,0.0,0.0,0.0,0.0,
2.0,0.0,0.0,24.0,14,61,-0.3088185762823674,0.5294574875762803,0.5493507692499887,0.010216203709079979,0.0,0.0,0.0,0.0,0.0,0.0,
2.0,0.0,0.0,24.0,15,120,0.36336875811390834,0.5294574875762803,0.5493507692499887,0.010216203709079979,0.0,0.0,0.0,0.0,0.0,0.0,
2.0,0.0,0.0,24.0,16,119,0.3173874889755909,0.5294574875762803,0.5493507692499887,0.010216203709079979,0.0,0.0,0.0,0.0,0.0,0.0,
2.0,0.0,0.0,24.0,17,53,0.14285804506287192,0.5294574875762803,0.5493507692499887,0.010216203709079979,0.0,0.0,0.0,0.0,0.0,0.0,
2.0,0.0,0.0,24.0,18,52,0.12673214760187856,0.5294574875762803,0.5493507692499887,0.010216203709079979,0.0,0.0,0.0,0.0,0.0,0.0,
2.0,0.0,0.0,24.0,19,107,0.09455530476133345,0.5294574875762803,0.5493507692499887,0.010216203709079979,0.0,0.0,0.0,0.0,0.0,0.0,
2.0,0.0,0.0,24.0,20,118,0.14163230910592517,0.5294574875762803,0.5493507692499887,0.010216203709079979,0.0,0.0,0.0,0.0,0.0,0.0,
2.0,0.0,0.0,24.0,21,73,-0.014938165807338033,0.5294574875762803,0.5493507692499887,0.010216203709079979,0.0,0.0,0.0,0.0,0.0,0.0,
2.0,0.0,0.0,24.0,22,54,0.10035729112231195,0.5294574875762803,0.5493507692499887,0.010216203709079979,0.0,0.0,0.0,0.0,0.0,0.0,
2.0,0.0,0.0,24.0,23,3,-0.10636909488812596,0.5294574875762803,0.5493507692499887,0.010216203709079979,0.0,0.0,0.0,0.0,0.0,0.0,
2.0,0.0,0.0,24.0,24,42,-0.23942261351637412,0.5294574875762803,0.5493507692499887,0.010216203709079979,0.0,0.0,0.0,0.0,0.0,0.0,
2.0,0.0,0.0,24.0,25,95,-0.1452454317825751,0.5294574875762803,0.5493507692499887,0.010216203709079979,0.0,0.0,0.0,0.0,0.0,0.0,
2.0,0.0,0.0,24.0,26,80,-0.17272341212560993,0.5294574875762803,0.5493507692499887,0.010216203709079979,0.0,0.0,0.0,0.0,0.0,0.0,
2.0,0.0,0.0,24.0,27,35,-0.01989561323938327,0.5294574875762803,0.5493507692499887,0.010216203709079979,0.0,0.0,0.0,0.0,0.0,0.0,
2.0,0.0,0.0,24.0,28,103,-0.1366999516335371,0.5294574875762803,0.5493507692499887,0.010216203709079979,0.0,0.0,0.0,0.0,0.0,0.0,
2.0,0.0,0.0,24.0,29,112,-0.26676661525320244,0.5294574875762803,0.5493507692499887,0.010216203709079979,0.0,0.0,0.0,0.0,0.0,0.0,
2.0,0.0,0.0,24.0,30,77,0.182850470990514,0.5294574875762803,0.5493507692499887,0.010216203709079979,0.0,0.0,0.0,0.0,0.0,0.0,
2.0,0.0,0.0,24.0,31,78,0.006658648582082205,0.5294574875762803,0.5493507692499887,0.010216203709079979,0.0,0.0,0.0,0.0,0.0,0.0,
2.0,0.0,0.0,24.0,32,66,-0.05967423230599905,0.5294574875762803,0.5493507692499887,0.010216203709079979,0.0,0.0,0.0,0.0,0.0,0.0,
2.0,0.0,0.0,24.0,33,48,-0.4238178747538112,0.5294574875762803,0.5493507692499887,0.010216203709079979,0.0,0.0,0.0,0.0,0.0,0.0,
2.0,0.0,0.0,24.0,34,0,-0.07542550710133183,0.5294574875762803,0.5493507692499887,0.010216203709079979,0.0,0.0,0.0,0.0,0.0,0.0,
2.0,0.0,0.0,24.0,35,40,-0.17041851794475893,0.5294574875762803,0.5493507692499887,0.010216203709079979,0.0,0.0,0.0,0.0,0.0,0.0,
2.0,0.0,0.0,24.0,36,82,-0.4239294249696769,0.5294574875762803,0.5493507692499887,0.010216203709079979,0.0,0.0,0.0,0.0,0.0,0.0,
2.0,0.0,0.0,24.0,37,117,-0.08734147847507034,0.5294574875762803,0.5493507692499887,0.010216203709079979,0.0,0.0,0.0,0.0,0.0,0.0,
2.0,0.0,0.0,24.0,38,12,-0.20284757186681224,0.5294574875762803,0.5493507692499887,0.010216203709079979,0.0,0.0,0.0,0.0,0.0,0.0,
2.0,0.0,0.0,24.0,39,15,0.045824166561527435,0.5294574875762803,0.5493507692499887,0.010216203709079979,0.0,0.0,0.0,0.0,0.0,0.0,
3.0,0.0,0.0,24.0,0,59,0.16313021163860164,0.4727473306187197,0.7423820048252561,0.012658198445997384,0.0,0.0,0.0,0.0,0.0,0.0,
3.0,0.0,0.0,24.0,1,42,0.09382781375119753,0.4727473306187197,0.7423820048252561,0.012658198445997384,0.0,0.0,0.0,0.0,0.0,0.0,
3.0,0.0,0.0,24.0,2,51,0.10940518749615935,0.4727473306187197,0.7423820048252561,0.012658198445997384,0.0,0.0,0.0,0.0,0.0,0.0,
3.0,0.0,0.0,24.0,3,112,-0.323827631534901,0.4727473306187197,0.7423820048252561,0.012658198445997384,0.0,0.0,0.0,0.0,0.0,0.0,
3.0,0.0,0.0,24.0,4,120,0.1261616692815305,0.4727473306187197,0.7423820048252561,0.012658198445997384,0.0,0.0,0.0,0.0,0.0,0.0,
3.0,0.0,0.0,24.0,5,24,0.07937860445711464,0.4727473306187197,0.7423820048252561,0.012658198445997384,0.0,0.0,0.0,0.0,0.0,0.0,
3.0,0.0,0.0,24.0,6,97,-0.16773381019589811,0.4727473306187197,0.7423820048252561,0.012658198445997384,0.0,0.0,0.0,0.0,0.0,0.0,
3.0,0.0,0.0,24.0,7,50,0.20056730185118754,0.4727473306187197,0.7423820048252561,0.012658198445997384,0.0,0.0,0.0,0.0,0.0,0.0,
3.0,0.0,0.0,24.0,8,62,-0.13107471610129934,0.4727473306187197,0.7423820048252561,0.012658198445997384,0.0,0.0,0.0,0.0,0.0,0.0,
3.0,0.0,0.0,24.0,9,60,0.169858466701443,0.4727473306187197,0.7423820048252561,0.012658198445997384,0.0,0.0,0.0,0.0,0.0,0.0,
3.0,0.0,0.0,24.0,10,93,-0.05376866915357642,0.4727473306187197,0.7423820048252561,0.012658198445997384,0.0,0.0,0.0,0.0,0.0,0.0,
3.0,0.0,0.0,24.0,11,114,-0.08907910984300255,0.4727473306187197,0.7423820048252561,0.012658198445997384,0.0,0.0,0.0,0.0,0.0,0.0,
3.0,0.0,0.0,24.0,12,87,-0.3405434175460459,0.4727473306187197,0.7423820048252561,0.012658198445997384,0.0,0.0,0.0,0.0,0.0,0.0,
3.0,0.0,0.0,24.0,13,71,0.05544216735033469,0.4727473306187197,0.7423820048252561,0.012658198445997384,0.0,0.0,0.0,0.0,0.0,0.0,
3.0,0.0,0.0,24.0,14,47,0.053425246319469766,0.4727473306187197,0.7423820048252561,0.012658198445997384,0.0,0.0,0.0,0.0,0.0,0.0,
3.0,0.0,0.0,24.0,15,49,0.12058893567478934,0.4727473306187197,0.7423820048252561,0.012658198445997384,0.0,0.0,0.0,0.0,0.0,0.0,
3.0,0.0,0.0,24.0,16,0,-0.3660232763471086,0.4727473306187197,0.7423820048252561,0.012658198445997384,0.0,0.0,0.0,0.0,0.0,0.0,
3.0,0.0,0.0,24.0,17,117,0.3648482886240978,0.4727473306187197,0.7423820048252561,0.012658198445997384,0.0,0.0,0.0,0.0,0.0,0.0,
3.0,0.0,0.0,24.0,18,118,0.42193008968245116,0.4727473306187197,0.7423820048252561,0.012658198445997384,0.0,0.0,0.0,0.0,0.0,0.0,
3.0,0.0,0.0,24.0,19,106,0.18688667035016682,0.4727473306187197,0.7423820048252561,0.012658198445997384,0.0,0.0,0.0,0.0,0.0,0.0,
3.0,0.0,0.0,24.0,20,39,0.11084439099193477,0.4727473306187197,0.7423820048252561,0.012658198445997384,0.0,0.0,0.0,0.0,0.0,0.0,
3.0,0.0,0.0,24.0,21,119,0.3255391860522078,0.4727473306187197,0.7423820048252561,0.012658198445997384,0.0,0.0,0.0,0.0,0.0,0.0,
3.0,0.0,0.0,24.0,22,73,-0.38515430100683556,0.4727473306187197,0.7423820048252561,0.012658198445997384,0.0,0.0,0.0,0.0,0.0,0.0,
3.0,0.0,0.0,24.0,23,107,0.22300826713550748,0.4727473306187197,0.7423820048252561,0.012658198445997384,0.0,0.0,0.0,0.0,0.0,0.0,
3.0,0.0,0.0,24.0,24,81,0.1422984127322161,0.4727473306187197,0.7423820048252561,0.012658198445997384,0.0,0.0,0.0,0.0,0.0,0.0,
3.0,0.0,0.0,24.0,25,99,-0.49883703988420236,0.4727473306187197,0.7423820048252561,0.012658198445997384,0.0,0.0,0.0,0.0,0.0,0.0,
3.0,0.0,0.0,24.0,26,30,0.18992271416472972,0.4727473306187197,0.7423820048252561,0.012658198445997384,0.0,0.0,0.0,0.0,0.0,0.0,
3.0,0.0,0.0,24.0,27,116,0.2024555312739118,0.4727473306187197,0.7423820048252561,0.012658198445997384,0.0,0.0,0.0,0.0,0.0,0.0,
3.0,0.0,0.0,24.0,28,15,0.13209459452065808,0.4727473306187197,0.7423820048252561,0.012658198445997384,0.0,0.0,0.0,0.0,0.0,0.0,
