cluster,initial_eps_soc,eta_eps_soc,final_eps_soc,volatility,reward_sensitivity,early_slope,mid_stability,late_offset,cognitive_label
0,0.2008253959982938,0.394525395492343,0.19284473745781963,0.3752534891421543,-0.016488315512826226,-0.12968779744541145,0.2536006067618706,-0.2259633902377718,moderate mixed type
1,-0.09155309622333378,-0.4117111382510899,-0.07629994194437284,-0.40989889806098395,0.007600908533105049,0.2153592985208828,-0.35356872513652854,0.34963463344245294,moderate mixed type
2,-0.013579293700346407,4.0075706416302195,-0.21513890983047385,4.130212913123886,-0.0003492843734326012,-2.7097494147000667,4.123290963280631,-4.275935499996505,"fast learning rate, high volatility"
