group,agent,initial_eps_soc,eta_eps_soc,final_eps_soc,volatility,reward_sensitivity,early_slope,mid_stability,late_offset,cluster,p_cluster_0,p_cluster_1,p_cluster_2
16.0,2.0,9.163630932805717,0.0024787521766663,9.159103491955031,0.0025264577935432946,-0.19745257667767416,0.0001782222815027268,0.0015631901916263761,-0.0059805680017177565,1,1.7051362863881195e-06,0.9999982948637143,0.0
16.0,3.0,18.999999999999996,0.0121040743863536,18.961414631671175,0.010462507707943068,-0.3468988667679057,0.0021890218527712336,0.003275805245815364,0.00031804896411102845,0,0.9998857318147094,0.00011426818529054511,0.0
16.0,4.0,7.508946450094523,0.0024787521766663,7.499553714471482,0.002656832297037908,-0.5753930214672672,-0.00048261304879693157,0.0015997383259762066,-0.0054602779198331675,1,1.046868096760397e-06,0.9999989531319029,0.0
19.0,1.0,18.999999999999996,0.0045177044492865,18.98043382203013,0.00522951083698265,-0.366849343608155,0.00028868131430961343,0.0036166470362150446,-0.010412534291987185,1,7.417726038893832e-06,0.9999925822739605,0.0
19.0,2.0,15.923885828512375,0.014022408601607,15.853130156949526,0.01411184572829265,-0.4529400196403117,-0.002037455969813351,0.007600333244467181,-0.024042821788313518,1,0.00037282831001259347,0.9996271716899873,0.0
19.0,3.0,5.430825415067311,0.0024787521766663,5.421416815430339,0.0023077610965764987,-0.4248604140393657,0.0001495926938615888,0.0016853562236941785,-0.005633436464746566,1,1.9738239678582653e-06,0.9999980261760328,0.0
19.0,4.0,3.7724306609903886,0.0165726352319233,3.6783146655082968,0.01884921883724937,-0.4070081055654785,0.0002013575180679794,0.01568721691511715,-0.03876544565754525,1,0.0147050293120121,0.9852949706879877,0.0
23.0,1.0,3.1399686170462493,0.005597221877055,3.116516257381388,0.006221609415920889,-0.4510499975078435,-0.0002359229021178688,0.0013805688550026715,-0.004196796963416016,1,1.074266735212043e-05,0.9999892573326484,0.0
23.0,2.0,9.79697766008425,0.0338596754782159,9.661660853003106,0.0346874713807753,-0.44161895916363464,0.0017275206428992718,0.014908278832212081,-0.0463134253556543,0,0.9999999999153295,8.467052668339945e-11,0.0
23.0,3.0,13.033752869943283,0.0072871775516254,13.00441396440269,0.00957259328010489,-0.5873612344389733,-0.0007693802059014487,0.00648097261861207,-0.011533797620257857,1,0.0005285555231960094,0.9994714444768038,0.0
23.0,4.0,8.269492633920839,0.0058471101715358,8.242787127634383,0.00747398540859681,-0.5902977888965221,-0.001954396574836359,0.005020217475269869,-0.011629428793694885,1,5.792554880812697e-06,0.999994207445119,0.0
25.0,1.0,4.361492240165596,0.0112027699697174,4.314935768725444,0.013091838341681553,-0.4439107186938739,0.00018831856319101448,0.010381589370377312,-0.024732515301716163,1,0.0001253663398615437,0.9998746336601377,0.0
25.0,2.0,9.048523170207522,0.0024787521766663,9.041140206849324,0.0023458865001071433,-0.5637661020361062,-7.292488903747341e-05,0.0019957777315686254,-0.005772990212294715,1,1.6527807110517216e-06,0.9999983472192893,0.0
25.0,3.0,18.999999999999996,0.0234052305114904,18.908888118664866,0.023347626686113395,-0.47083819075607775,-0.0011019182524801608,0.016139382470065036,-0.05104502448990189,1,0.03271241187063609,0.9672875881293641,0.0
25.0,4.0,18.999999999999996,0.0075535894562852,18.979417224090565,0.0076877047225874795,-0.2110362714749774,0.0003413467075290555,0.004965625749456861,-0.016413806010611154,1,3.6423387892419154e-06,0.9999963576612108,0.0
26.0,1.0,18.999999999999996,0.0108617296161758,18.953945180254458,0.009719666969925654,-0.38800299112616654,-0.001670642632264574,0.010406224375921345,-0.020529962037613814,1,0.024892936748611632,0.9751070632513884,0.0
26.0,2.0,3.785203944704585,0.0054795369630959,3.763273741870883,0.0054524562057169865,-0.41552179671514156,-0.0007581487342139149,0.003229541558876606,-0.01228543498765955,1,3.404101825522092e-06,0.9999965958981741,0.0
26.0,3.0,3.084032199041751,0.013016443946515,3.0094909294932455,0.016506256166625974,-0.6355942015514764,-0.0015270892038051985,0.012595501947199262,-0.037333392628996265,1,3.592329031174668e-05,0.9999640767096883,0.0
26.0,4.0,7.612824026263206,0.0031771421549738,7.597802815868706,0.003156107626363886,-0.682325855135113,-0.00015479036579044703,0.002842856940776454,-0.006872279515195423,1,4.941277113524504e-07,0.9999995058722884,0.0
28.0,1.0,18.999999999999996,0.0024787521766663,18.988108186432445,0.002333438303042792,-0.3470576886611386,-5.5449686191266776e-05,0.0018141528820809817,-0.0051472823414115965,1,3.5463255936731488e-06,0.9999964536744058,0.0
28.0,2.0,18.999999999999996,0.0024787521766663,18.991908609269704,0.0016648590771532522,-0.33282251200030183,0.0001756939542811864,0.0010230398364598802,-0.003829046523108559,1,3.0730067638299103e-06,0.9999969269932355,0.0
28.0,3.0,6.310352344158185,0.0801471257035748,6.193393643618958,0.08182532779712094,-0.518417392078104,-0.001754420581651317,0.07062250567425468,-0.16544618497797092,0,1.0,5.148532851448785e-197,0.0
28.0,4.0,9.18721741148255,0.0024787521766663,9.175638664314906,0.0025616363884132976,-0.5625246056304358,-0.000561164705275452,0.0020683519911197006,-0.0047357032478458905,1,1.4302574180466743e-06,0.9999985697425814,0.0
29.0,1.0,18.999999999999996,0.0103668113356802,18.95798953374329,0.010471781334343079,-0.4562209422389435,-0.0010126301312698871,0.0061102483018395685,-0.022181372557273704,1,1.6934133311446413e-05,0.9999830658666885,0.0
29.0,2.0,2.6758463123607603,0.0148879850705462,2.622815309539475,0.010906319601680885,-0.3306897284230193,0.0011956540810154515,0.0021931838805071035,-0.006168872061564912,1,0.005976707398511758,0.9940232926014881,0.0
29.0,3.0,18.999999999999996,0.0847149826121903,18.63329425476661,0.07062425560365823,-0.4636769838940652,-0.007034732156116519,0.029579039727952727,-0.050175877391843926,0,1.0,3.9688743431804846e-210,0.0
29.0,4.0,10.61603150071517,0.0057810258019245,10.59380230030161,0.005233160295708006,-0.38485715446835755,0.00025355579167261053,0.0011266303134179157,-0.0010658835144070622,1,2.6833817321976685e-05,0.9999731661826785,0.0
30.0,1.0,18.999999999999996,0.0105436313906006,18.951240976634164,0.009717996124792348,-0.3112054145384093,0.0016177093642610885,0.008052096750195194,-0.02134051076565413,1,6.088981891473079e-05,0.999939110181086,0.0
30.0,2.0,15.617136014393738,0.0058526323914738,15.59169637717772,0.006256071343134501,-0.4070735723768217,-0.0011626839508906528,0.005357895574225838,-0.01402622370165929,1,6.616671167137698e-06,0.9999933833288337,0.0
30.0,3.0,5.414265325304645,0.0044516933120354,5.396344588707715,0.004278357701016507,-0.5602329914335032,-0.00037972943951674053,0.0038605486724786137,-0.009922018848023129,1,1.4659698164082333e-06,0.9999985340301832,0.0
30.0,4.0,2.7280665468140626,0.0414731220822162,2.5560526256658624,0.040746849622518254,-0.3428633059818282,-0.005768911281636235,0.02565800404889336,-0.07870334628436426,0,1.0,3.1398312816680424e-18,0.0
32.0,1.0,18.999999999999996,0.0312382596382374,18.91855873329715,0.028306647123894486,-0.5647704607380429,0.0030269873589453765,0.012744673642452678,-0.03680447124492048,0,0.9999999999658047,3.419534123876889e-11,0.0
32.0,2.0,18.999999999999996,0.0891302613086783,18.610144237035836,0.0871771521644763,-0.4488908042880354,-0.0007255203270531751,0.06208535713505513,-0.22204003368272396,0,1.0,4.0613860351819875e-130,0.0
32.0,3.0,8.229603699590324,0.0321557771972976,8.174626967316104,0.04210293484683592,-0.29840737662347816,-0.0033171899756732513,0.024106437961589323,-0.07221131011547932,0,1.0,6.247380947419317e-27,0.0
32.0,4.0,18.999999999999996,0.0367633536986343,18.92149185817657,0.03617497138758247,-0.2966437843800391,-0.005542443203605885,0.01287454043734886,-0.06060403844502105,0,1.0,1.784385219832053e-32,0.0
34.0,1.0,5.116666476337418,0.0167547904145148,5.068906946260843,0.017445167193561505,-0.3233660482497119,-0.0019093759156381118,0.006252159009888902,-0.018984454095104297,1,0.058524972239414476,0.9414750277605854,0.0
34.0,2.0,5.166406166495593,0.0361297336624144,5.034413410506694,0.03862804226037823,-0.42652115553579084,-0.00757857293302795,0.033602728582355385,-0.09392388790691797,0,1.0,1.7783179912217487e-28,0.0
34.0,3.0,18.999999999999996,0.0024787521766663,18.99090694551512,0.002892407205584867,-0.5077363909666979,-0.0005956937230958914,0.0022152950453896347,-0.005525657959392305,1,3.3549214070044644e-06,0.9999966450785929,0.0
34.0,4.0,18.999999999999996,0.002478752178348,18.992982156832657,0.002184121961603406,-0.32129711514098913,-0.00047435880436950126,0.0013013529346546024,-0.002643648216110961,1,3.67140370641068e-06,0.9999963285962928,0.0
35.0,1.0,18.999999999999996,0.0028483253358365,18.99336226263736,0.002388246753511326,-0.10962562460105744,-0.0004649891110759086,0.0006871918195302327,-0.0016299880820653811,1,5.959488658437282e-07,0.9999994040511345,0.0
35.0,2.0,18.999999999999996,0.0755939491514661,18.657332628496395,0.07271966765241561,-0.41630884640608706,0.0033268897021560663,0.043461979503997994,-0.15264542163680872,0,1.0,9.519948267844423e-54,0.0
35.0,3.0,18.990998907644624,0.0042962163133042,18.98469034361016,0.004270412633830681,-0.2902969936690622,-0.00047602076751367405,0.0014837159117345323,-0.008534863328012676,1,8.668090593080456e-06,0.9999913319094061,0.0
35.0,4.0,0.9260820799270704,0.0024787521766663,0.9153937005412852,0.0019921452266671814,-0.3766601065408162,0.0001282754251424989,0.0005195920382434489,-0.0027733223639085924,1,8.833976036108444e-07,0.9999991166023973,0.0
36.0,1.0,14.23213206624768,0.032148300811997,14.071535229541348,0.03312857671650975,-0.3982319591141012,0.008010392113324726,0.026772456861525636,-0.0728175852977877,0,1.0,6.638758595855737e-30,0.0
36.0,2.0,12.636894180966053,0.0120742100725787,12.579434222651658,0.0109663345291723,-0.5697213967544412,0.002007095940364678,0.00787052495591728,-0.021713281958472663,1,0.0003561210423289811,0.9996438789576704,0.0
36.0,3.0,12.256561147921955,0.0024787521766663,12.244872344157669,0.002732039835367218,-0.4852109000922002,-0.00024782564262348927,0.0020349566246500197,-0.00421636925608837,1,3.0598073525129656e-06,0.9999969401926473,0.0
36.0,4.0,16.45267852139729,0.0079870835622953,16.426041597717038,0.0075374520995176095,-0.27228433517577716,-0.0008162000692305327,0.006679707935790216,-0.012377621430218255,1,2.9964862596817522e-05,0.9999700351374025,0.0
37.0,1.0,0.5193371167063403,0.0024787521766663,0.5087934964476725,0.0024495255918204747,-0.4154080778601277,-0.00041429863880800835,0.001941694498326663,-0.004981382999301287,1,7.964869423838262e-07,0.999999203513057,0.0
37.0,2.0,12.457509591066756,0.0024787521766663,12.445531021173016,0.0024813479607562906,-0.40698215133781773,-0.00015425274795379806,0.0018536586580826572,-0.006093126957702921,1,3.1780759178738533e-06,0.9999968219240819,0.0
37.0,3.0,18.999999999999996,0.0573175373737665,18.736442499647932,0.07077146039964109,-0.6836945392230532,-0.0012907909416572493,0.047791083894030084,-0.13607429019120687,0,1.0,2.0780169833184613e-40,0.0
37.0,4.0,18.999999999999996,0.0767073098970106,18.84618650219451,0.07391633103083511,-0.48416414414769626,-0.012769465878554343,0.04074949497447005,-0.11402979943675362,0,1.0,2.562632710423677e-147,0.0
38.0,1.0,18.999999999999996,0.0895298281493767,18.695159888134185,0.08515063862758895,-0.3268602924241795,-0.012476876850896445,0.07875788482625505,-0.1887152350984067,0,1.0,1.8446859375268318e-210,0.0
38.0,2.0,18.999999999999996,0.0024787521766663,18.99262224202137,0.001773845560611554,-0.2478070718535101,0.00014842768033673792,0.0006961224455668286,-0.0046855498288067565,1,2.7015318177276144e-06,0.9999972984681827,0.0
38.0,3.0,18.999999999999996,0.0485472083515703,19.13822361161859,0.04146356589051314,-0.4653077501863631,0.0003286646005403071,0.031068715732287117,-0.02994807930054222,0,1.0,1.72117249e-315,0.0
38.0,4.0,7.664465945891432,0.0039938208895475,7.638589181583874,0.004328969532086341,-0.6257293968639042,-0.0002592788521493361,0.002480481957415329,-0.009194574451917958,1,7.765041190665263e-07,0.9999992234958816,0.0
39.0,1.0,14.55871650196662,0.0045449018795693,14.541904455423904,0.00431498471422162,-0.5674678356154358,-0.0002807385891010483,0.003538828999235104,-0.006811076526282989,1,4.562564998174103e-06,0.9999954374350013,0.0
39.0,2.0,18.999999999999996,0.0026088382699132,18.98713320965278,0.0028578316805365363,-0.5216026856203159,0.00020155884473389564,0.0025732764840182315,-0.006815180019838607,1,3.384168648049176e-06,0.9999966158313527,0.0
39.0,3.0,11.31526751413736,0.0151791015904641,11.273581147439469,0.019930327765021412,-0.4718268393266983,0.0008975402770440511,0.013861537201264576,-0.038628428260340186,0,0.9872844066572134,0.012715593342786663,0.0
39.0,4.0,18.999999999999996,0.0597416738201191,18.66729264432837,0.057656983728937496,-0.5037720885881047,-0.005975959632226591,0.03976144129709778,-0.115865562564192,0,1.0,5.875337335322271e-43,0.0
41.0,1.0,18.875390247045843,0.0320139486178933,18.763984907250432,0.026052927630476338,-0.3697049999508038,-0.004875404235020397,0.022267070190316762,-0.07153364371294302,0,1.0,1.1258931321247534e-38,0.0
41.0,2.0,12.381553649191854,0.0024787521766663,12.372860169557852,0.0021910930039534594,-0.3996486539023159,-0.0004688807617382551,0.0017799746180601915,-0.006157999443237472,1,3.822939144513855e-06,0.9999961770608556,0.0
41.0,3.0,18.999999999999996,0.063049344417722,18.792145226258093,0.05660419759870515,-0.2961293374818467,-0.0010327482615618776,0.05246071632009702,-0.11758162310952969,0,1.0,1.3769016264627759e-86,0.0
41.0,4.0,4.749041815334025,0.0157177280992256,4.683283556285295,0.01526937712782798,-0.3028520852599274,-0.00147825232773231,0.01426037116549734,-0.030544036476252145,1,0.017788002169567753,0.982211997830432,0.0
42.0,1.0,18.999999999999996,0.0122128287521274,18.960432877408856,0.015228250506707276,-0.4515313812592366,0.0,0.011501609501147618,-0.03504244400745904,1,0.0009514216710119686,0.999048578328988,0.0
42.0,2.0,18.999999999999996,0.003773607588154,18.985130854020387,0.0031757935060085065,-0.2267311013447562,-0.0010695913347856135,0.002845960416645483,-0.008304865732213784,1,4.776108686896345e-06,0.9999952238913125,0.0
42.0,3.0,18.999999999999996,0.0388613990018672,18.79861634423243,0.03727886149939637,-0.3460280369334841,-0.0088056043998332,0.014734094431816237,-0.03985347500210423,0,1.0,1.1911628712538245e-45,0.0
42.0,4.0,7.570130134669571,0.0989869302996918,7.149712844300721,0.08673127244562485,-0.4739338175103555,0.005441311558573858,0.0695363601401942,-0.21307596659877337,0,1.0,6.536169527219113e-160,0.0
43.0,1.0,0.723884449530749,0.0024787521766663,0.716321033014087,0.002175714027719556,-0.4000867755167512,8.554173761677885e-05,0.002260285853785552,-0.006136847424663139,1,1.3406394479746164e-06,0.9999986593605514,0.0
43.0,2.0,12.640322270452598,0.0318125641190677,12.461271615821248,0.03828277518496522,-0.43973871829282746,-0.006872150101001395,0.02563993955239993,-0.07640696203597841,0,0.9999999999999967,3.288103038641944e-15,0.0
43.0,3.0,7.763078630613089,0.005078745822585,7.736384742569582,0.005790012723124215,-0.44348455675956483,-0.0008500804757844094,0.00494273184234659,-0.013900599869927532,1,3.205894770514526e-06,0.9999967941052289,0.0
43.0,4.0,18.999999999999996,0.0054574372232875,18.9736695026288,0.004233192665406523,-0.4438464974943836,-0.0007236561758084293,0.00213924638021976,-0.009796515620539736,1,1.4612875862992493e-05,0.9999853871241372,0.0
45.0,1.0,4.6906248274201205,0.0137856517584396,4.631673244805502,0.017521384187121913,-0.4843082680400682,-0.001929715533146581,0.010078363592745486,-0.03500715278346078,1,0.005496608436280467,0.9945033915637191,0.0
45.0,2.0,18.999999999999996,0.0289794604231938,18.968774631394005,0.02768028280179853,-0.3970814080206029,-0.003453482298631627,0.026158788314910038,-0.061788349545167875,0,1.0,6.487132889944492e-32,0.0
45.0,3.0,18.999999999999996,0.1130676971838889,18.818582879868444,0.09947003869908902,-0.3704365364326053,-0.020836115237046825,0.0664427698413168,-0.20788034544863976,0,1.0,0.0,0.0
45.0,4.0,18.999999999999996,0.0102255546049008,18.964115461225028,0.011255996973829995,-0.4718715808836588,-0.0008833856623173375,0.003465758885910558,-0.011446339745372569,1,0.000627700467624655,0.9993722995323755,0.0
48.0,1.0,9.0006566045537,0.0110599374458299,8.970905372824419,0.009546827275583558,-0.4073693841556879,-0.001728004626536439,0.005352182134047771,-0.014008569435258522,1,0.00041334193667118534,0.9995866580633288,0.0
48.0,2.0,3.609498062437752,0.0310858336186738,3.533194775237355,0.02994280112926154,-0.4957168604833587,0.0,0.025839238623368063,-0.069413778303824,0,0.9999999999999987,1.2401188932261685e-15,0.0
48.0,3.0,8.028324057684891,0.0273109853592946,7.94868522437719,0.03839844833561148,-0.4068061787241735,-0.005917744307651596,0.021808944310297184,-0.07135658191903005,0,1.0,1.4356354015068847e-22,0.0
48.0,4.0,18.999999999999996,0.0032452891924693,18.98577719558508,0.0034437926566665967,-0.44098238948985374,0.0001715459867146052,0.002174068793840193,-0.007081452824341028,1,4.0671794324651995e-06,0.999995932820568,0.0
50.0,1.0,18.999999999999996,0.0025265941380174,18.98695039393655,0.0024792489136096518,-0.5381325480570337,9.813291632028154e-05,0.001493452674919189,-0.005821970715228275,1,2.518502247590248e-06,0.999997481497753,0.0
50.0,2.0,5.682299466892541,0.0024787521766663,5.67241593833852,0.002876134790926793,-0.44134690329067233,-0.000633048518398649,0.00221652430303363,-0.004792195190312931,1,1.7715709305343483e-06,0.9999982284290698,0.0
50.0,3.0,18.999999999999996,0.0122214711404784,18.951907288915105,0.017203578249408963,-0.6498509543124431,-0.0012886319170522854,0.013200697569085486,-0.036664413421434006,1,0.000494350401840976,0.9995056495981589,0.0
50.0,4.0,18.999999999999996,0.0033674212752258,18.983326550297843,0.0025337229114593043,-0.49692420311556856,-0.000410353956599252,0.0007854724433069537,-0.0034912942721341267,1,4.362715938177885e-06,0.9999956372840612,0.0
51.0,1.0,2.433521049084462,0.0551389246291708,2.0919354110067485,0.05899110753980903,-0.5997139718704511,-0.008332042900713965,0.03216081835390668,-0.12758044380697475,0,1.0,2.512005436807381e-78,0.0
51.0,2.0,13.7063160023781,0.1726683444862533,12.699866756036624,0.17444840076593343,-0.3514770743731144,0.003936838254286456,0.15602827472271907,-0.46902642419991913,2,6.935410529756973e-25,0.0,1.0
51.0,3.0,9.693014098298509,0.3678794411714423,7.809728875109544,0.3305354227452733,-0.43461964685744053,0.010285909175154196,0.3051673992447725,-0.8156255090212046,2,6.340526377266223e-82,0.0,1.0
51.0,4.0,18.999999999999996,0.0383521903516015,18.951193002558547,0.03615826636935308,-0.4603419966539792,0.003950659128119582,0.03527384447112649,-0.08684196038999659,0,1.0,1.450118717442592e-57,0.0
52.0,1.0,15.352545103966191,0.0039965807614754,15.34220035432319,0.004674422017309686,-0.40690792510896473,-0.00024299211029763513,0.0033588033267310307,-0.010414975276379579,1,5.0534337717999485e-06,0.9999949465662292,0.0
52.0,2.0,5.6372799735235954,0.0311815385471181,5.499875405761864,0.03422038306663022,-0.6294224905558822,-0.001100084679942448,0.013553773459118854,-0.036323225770020784,0,0.9999999999999993,6.767863513840959e-16,0.0
52.0,3.0,18.999999999999996,0.0092679342737917,18.958457411411143,0.007806523925342441,-0.385864290095828,0.002229030872189597,0.0023994845138414905,-0.010958670283461203,1,0.00035100932689443497,0.999648990673105,0.0
52.0,4.0,18.999999999999996,0.0139338701692515,18.945394556193712,0.01011887534754911,-0.44068011532609835,0.002319571367075568,0.002657451791007818,-0.013112302643360607,1,0.008693828582719207,0.9913061714172807,0.0
54.0,1.0,1.9208493170453067,0.0066980905399336,1.8854405312150015,0.00766030949651625,-0.40040739778482787,-0.00034917145984671996,0.00516324840881169,-0.01514878431314437,1,2.3651059612912903e-06,0.9999976348940391,0.0
54.0,2.0,18.999999999999996,0.031366616908765,18.892597567042696,0.03164096810143943,-0.31703938606033216,-0.0010463903400765417,0.0212598363351597,-0.07127645470957944,0,0.9999866929543942,1.3307045605730557e-05,0.0
54.0,3.0,12.966875031538107,0.0108010030447055,12.91330421663698,0.008074280887715208,-0.2981312077994828,0.0004601227297047927,0.0007557989637771275,-0.006737151365809879,1,0.0002375308521411385,0.9997624691478595,0.0
54.0,4.0,6.30629855177944,0.0102784814258249,6.2651260387320145,0.007474664706277475,-0.30275450537746884,-0.000554524072923357,0.0020739308829665123,-0.00850211510969423,1,3.1337984121615784e-05,0.9999686620158789,0.0
55.0,1.0,17.83752690732998,0.1556406994881266,16.929036580347844,0.19153276025751798,-0.3623249418481107,-0.049889069813923825,0.12837676095598613,-0.42162176115907357,2,1.7832942922707587e-46,0.0,1.0
55.0,2.0,8.752178387539404,0.0081442302000698,8.713959144056519,0.009664206578389362,-0.6109607312802945,-0.0007759822534627147,0.006668099616516126,-0.02241350324132263,1,2.3699862374976697e-06,0.9999976300137625,0.0
55.0,3.0,5.029878048674479,0.0043373264829838,5.0025789157905765,0.005643258198202089,-0.5310459256038941,-0.001345872407670079,0.003881361281518562,-0.011687896943374021,1,2.2655973826260543e-06,0.9999977344026171,0.0
55.0,4.0,0.8374079027384418,0.0273360305844463,0.6847990447946533,0.03320257947395878,-0.5664320939116132,-0.003840985657420548,0.01579437097108018,-0.05819919014373143,0,0.9999999999974074,2.592584780527931e-12,0.0
58.0,1.0,18.999999999999996,0.0145644853965972,18.93196491936687,0.013071267151470079,-0.22641454607163317,0.0012171540445944373,0.011465551229278642,-0.02656048911615727,1,0.00041377098986071823,0.9995862290101392,0.0
58.0,2.0,1.6390739559547718,0.0433666754567763,1.4631787203020874,0.048508858754428175,-0.3546207109716341,0.0009701125299681257,0.03315522815144083,-0.09407202494073097,0,0.9999999999999842,1.5676121571188282e-14,0.0
58.0,3.0,18.999999999999996,0.0036172152067602,18.99257277201596,0.004372818533594254,-0.46003129020611017,0.00030540147990727463,0.002628676059300374,-0.006888986361275329,1,1.0469889670248134e-05,0.9999895301103303,0.0
58.0,4.0,4.8487729915274365,0.0024787521766663,4.8375256535258115,0.0025949291427001847,-0.4853746965474329,-3.1405790078231634e-05,0.0020318272595741898,-0.005223592497706875,1,1.3866277348551348e-06,0.999998613372265,0.0
61.0,1.0,3.103243723745478,0.0024787522351672,3.09146940275321,0.00300878261001602,-0.5415238240624141,-0.00020241490752379577,0.0017993479642442259,-0.0056437647320137785,1,8.67524100098152e-07,0.9999991324758991,0.0
