condition,parameter,count,mean,std,median,min,max,q25,q75,iqr
Group,initial_eps_soc,132,12.276635061906376,5.55192850631914,12.777623602278414,1.2702555611382211,18.999999999999996,7.6658402904377025,17.85645097138865,10.190610680950947
Group,eta_eps_soc,132,0.03299278339432277,0.03669844803349423,0.02109811663353965,0.0025654805827406,0.2787109862843367,0.009136844807306775,0.04439308015774783,0.035256235350441055
Solo,initial_eps_soc,132,18.124865575674757,2.293680646995027,18.999999999999996,8.122501565175433,18.999999999999996,18.68950747070579,18.999999999999996,0.3104925292942049
Solo,eta_eps_soc,132,0.027029105784515624,0.022265010369789968,0.02035910419982305,0.0028488350695867,0.1081877399272994,0.0095937600133346,0.03758699842509203,0.027993238411757427
